term,overlap,set_size,query_size,p,genes,FDR,fold,direction,library
Axon Guidance (GO:0007411),2,102,114,0.2441264445724266,EPHA6;SEMA5A,0.47357023480400723,2.1145510835913313,Down,GO_BP
Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),3,185,114,0.2459126385575697,EPHA6;NEDD9;SORT1,0.47357023480400723,1.7487908961593173,Down,GO_BP
Regulation Of Cell Adhesion (GO:0030155),2,103,114,0.24756266538940605,SEMA5A;TPM1,0.47357023480400723,2.0940214614205415,Down,GO_BP
Generation Of Neurons (GO:0048699),2,104,114,0.2510006962242504,FUT9;VAX2,0.47357023480400723,2.073886639676113,Down,GO_BP
Regulation Of Macromolecule Metabolic Process (GO:0060255),2,104,114,0.2510006962242504,SORT1;TCF19,0.47357023480400723,2.073886639676113,Down,GO_BP
Cellular Response To Starvation (GO:0009267),2,104,114,0.2510006962242504,RNF152;STK26,0.47357023480400723,2.073886639676113,Down,GO_BP
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),1,31,114,0.25110235705886896,MECOM,0.47357023480400723,3.4787775891341255,Down,GO_BP
Regulation Of Cell-Substrate Adhesion (GO:0010810),1,31,114,0.25110235705886896,ALOX15,0.47357023480400723,3.4787775891341255,Down,GO_BP
Positive Regulation Of Chromosome Organization (GO:2001252),1,31,114,0.25110235705886896,SMC4,0.47357023480400723,3.4787775891341255,Down,GO_BP
Positive Regulation Of Cell Junction Assembly (GO:1901890),1,31,114,0.25110235705886896,FERMT2,0.47357023480400723,3.4787775891341255,Down,GO_BP
Establishment Of Mitotic Spindle Localization (GO:0040001),1,31,114,0.25110235705886896,GPSM2,0.47357023480400723,3.4787775891341255,Down,GO_BP
Positive Regulation Of Osteoblast Differentiation (GO:0045669),1,32,114,0.2580643020393218,FERMT2,0.4838705663237284,3.3700657894736836,Down,GO_BP
Tight Junction Assembly (GO:0120192),1,32,114,0.2580643020393218,GRHL2,0.4838705663237284,3.3700657894736836,Down,GO_BP
Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433),2,107,114,0.26132241867032824,E2F2;WWP2,0.4855129196392548,2.0157402852926705,Down,GO_BP
Nervous System Development (GO:0007399),4,281,114,0.26379123988996084,FARP1;GRHL2;SEMA5A;VAX2,0.4855129196392548,1.5351189361303614,Down,GO_BP
Regulated Exocytosis (GO:0045055),1,33,114,0.2649620894775468,PCLO,0.4855129196392548,3.267942583732057,Down,GO_BP
Unsaturated Fatty Acid Metabolic Process (GO:0033559),1,33,114,0.2649620894775468,ALOX15,0.4855129196392548,3.267942583732057,Down,GO_BP
Negative Regulation Of Hydrolase Activity (GO:0051346),1,33,114,0.2649620894775468,RDX,0.4855129196392548,3.267942583732057,Down,GO_BP
Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808),1,33,114,0.2649620894775468,RDX,0.4855129196392548,3.267942583732057,Down,GO_BP
Sister Chromatid Segregation (GO:0000819),1,33,114,0.2649620894775468,SMC4,0.4855129196392548,3.267942583732057,Down,GO_BP
Glycolipid Biosynthetic Process (GO:0009247),1,33,114,0.2649620894775468,FUT9,0.4855129196392548,3.267942583732057,Down,GO_BP
Establishment Of Protein Localization To Plasma Membrane (GO:0061951),1,34,114,0.27179630543053274,RDX,0.4869683805630378,3.1718266253869967,Down,GO_BP
Microtubule Bundle Formation (GO:0001578),1,34,114,0.27179630543053274,NCKAP5,0.4869683805630378,3.1718266253869967,Down,GO_BP
Myelination (GO:0042552),1,34,114,0.27179630543053274,MAL2,0.4869683805630378,3.1718266253869967,Down,GO_BP
Vesicle Cytoskeletal Trafficking (GO:0099518),1,34,114,0.27179630543053274,MYO5B,0.4869683805630378,3.1718266253869967,Down,GO_BP
Heterochromatin Organization (GO:0070828),1,34,114,0.27179630543053274,MECOM,0.4869683805630378,3.1718266253869967,Down,GO_BP
Water-Soluble Vitamin Metabolic Process (GO:0006767),1,34,114,0.27179630543053274,GSTO2,0.4869683805630378,3.1718266253869967,Down,GO_BP
Apical Junction Assembly (GO:0043297),1,34,114,0.27179630543053274,GRHL2,0.4869683805630378,3.1718266253869967,Down,GO_BP
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",1,34,114,0.27179630543053274,E2F7,0.4869683805630378,3.1718266253869967,Down,GO_BP
Protein Polyubiquitination (GO:0000209),3,196,114,0.27340811929866315,RNF152;UBE4A;WWP2,0.48849927132309623,1.650644468313641,Down,GO_BP
"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",1,35,114,0.2785675306492047,DCPS,0.49361554194707974,3.081203007518797,Down,GO_BP
Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),1,35,114,0.2785675306492047,CD24,0.49361554194707974,3.081203007518797,Down,GO_BP
Second-Messenger-Mediated Signaling (GO:0019932),1,35,114,0.2785675306492047,DDAH1,0.49361554194707974,3.081203007518797,Down,GO_BP
Response To Hydrogen Peroxide (GO:0042542),1,36,114,0.2852763406260374,STK26,0.49754194769098237,2.995614035087719,Down,GO_BP
Ephrin Receptor Signaling Pathway (GO:0048013),1,36,114,0.2852763406260374,EPHA6,0.49754194769098237,2.995614035087719,Down,GO_BP
Amide Biosynthetic Process (GO:0043604),1,36,114,0.2852763406260374,SPTSSB,0.49754194769098237,2.995614035087719,Down,GO_BP
Sensory Organ Development (GO:0007423),1,36,114,0.2852763406260374,FREM2,0.49754194769098237,2.995614035087719,Down,GO_BP
Regulation Of Heart Contraction (GO:0008016),1,36,114,0.2852763406260374,TPM1,0.49754194769098237,2.995614035087719,Down,GO_BP
Cytosolic Transport (GO:0016482),2,114,114,0.28541165991575734,RHOBTB3;SORT1,0.49754194769098237,1.89196675900277,Down,GO_BP
Brain Development (GO:0007420),2,115,114,0.28884932631549065,GRHL2;VAX2,0.5006282486291586,1.8755148741418763,Down,GO_BP
Response To Peptide Hormone (GO:0043434),1,37,114,0.29192330564224167,SORT1,0.5006282486291586,2.914651493598862,Down,GO_BP
Eye Development (GO:0001654),1,37,114,0.29192330564224167,FREM2,0.5006282486291586,2.914651493598862,Down,GO_BP
Erythrocyte Differentiation (GO:0030218),1,37,114,0.29192330564224167,UBA5,0.5006282486291586,2.914651493598862,Down,GO_BP
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),1,37,114,0.29192330564224167,MPZL2,0.5006282486291586,2.914651493598862,Down,GO_BP
Proton Transmembrane Transport (GO:1902600),1,37,114,0.29192330564224167,NNT,0.5006282486291586,2.914651493598862,Down,GO_BP
Protein Modification By Small Protein Conjugation (GO:0032446),4,296,114,0.2947990213668621,CAND2;RNF152;UBA5;WWP2,0.5006282486291586,1.457325746799431,Down,GO_BP
Supramolecular Fiber Organization (GO:0097435),3,205,114,0.2961483832418073,MYO5B;NCKAP5;TPM1,0.5006282486291586,1.5781771501925543,Down,GO_BP
Positive Regulation Of Stem Cell Population Maintenance (GO:1902459),1,38,114,0.29850899081453375,TET1,0.5006282486291586,2.837950138504155,Down,GO_BP
Response To Amino Acid Starvation (GO:1990928),1,38,114,0.29850899081453375,RNF152,0.5006282486291586,2.837950138504155,Down,GO_BP
Positive Regulation Of Hydrolase Activity (GO:0051345),2,119,114,0.3025800456256733,FERMT2;RGS16,0.5006282486291586,1.812472357363998,Down,GO_BP
Positive Regulation Of Cellular Process (GO:0048522),5,395,114,0.30417744993744483,CDH3;EPCAM;GAB2;NEDD9;TPM1,0.5006282486291586,1.3650899400399732,Down,GO_BP
Positive Regulation Of Transport (GO:0051050),1,39,114,0.3050339561414873,CDH3,0.5006282486291586,2.7651821862348176,Down,GO_BP
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),1,39,114,0.3050339561414873,FAM83B,0.5006282486291586,2.7651821862348176,Down,GO_BP
Negative Regulation Of Response To Stimulus (GO:0048585),1,39,114,0.3050339561414873,DDAH1,0.5006282486291586,2.7651821862348176,Down,GO_BP
Regulation Of Mitotic Spindle Organization (GO:0060236),1,39,114,0.3050339561414873,GPSM2,0.5006282486291586,2.7651821862348176,Down,GO_BP
Myeloid Cell Differentiation (GO:0030099),1,39,114,0.3050339561414873,UBA5,0.5006282486291586,2.7651821862348176,Down,GO_BP
Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),1,39,114,0.3050339561414873,FERMT2,0.5006282486291586,2.7651821862348176,Down,GO_BP
Regulation Of Cellular Component Size (GO:0032535),1,39,114,0.3050339561414873,RDX,0.5006282486291586,2.7651821862348176,Down,GO_BP
mRNA Destabilization (GO:0061157),1,39,114,0.3050339561414873,DCPS,0.5006282486291586,2.7651821862348176,Down,GO_BP
Cellular Response To Amino Acid Starvation (GO:0034198),1,39,114,0.3050339561414873,RNF152,0.5006282486291586,2.7651821862348176,Down,GO_BP
Actin Cytoskeleton Reorganization (GO:0031532),1,39,114,0.3050339561414873,NEDD9,0.5006282486291586,2.7651821862348176,Down,GO_BP
Response To Unfolded Protein (GO:0006986),1,39,114,0.3050339561414873,HSPA4L,0.5006282486291586,2.7651821862348176,Down,GO_BP
Cholesterol Homeostasis (GO:0042632),1,40,114,0.31149875654947307,CD24,0.5060874004393202,2.6960526315789473,Down,GO_BP
Positive Regulation Of Cellular Metabolic Process (GO:0031325),1,40,114,0.31149875654947307,ARG2,0.5060874004393202,2.6960526315789473,Down,GO_BP
Monocarboxylic Acid Transport (GO:0015718),1,40,114,0.31149875654947307,ABCG2,0.5060874004393202,2.6960526315789473,Down,GO_BP
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),1,40,114,0.31149875654947307,WWP2,0.5060874004393202,2.6960526315789473,Down,GO_BP
Regulation Of Telomerase Activity (GO:0051972),1,41,114,0.31790394193819216,GRHL2,0.5100697575873979,2.6302952503209243,Down,GO_BP
Epidermis Development (GO:0008544),1,41,114,0.31790394193819216,GRHL2,0.5100697575873979,2.6302952503209243,Down,GO_BP
Protein Monoubiquitination (GO:0006513),1,41,114,0.31790394193819216,KBTBD8,0.5100697575873979,2.6302952503209243,Down,GO_BP
Sterol Homeostasis (GO:0055092),1,41,114,0.31790394193819216,CD24,0.5100697575873979,2.6302952503209243,Down,GO_BP
Regulation Of Proteolysis (GO:0030162),1,41,114,0.31790394193819216,RHOBTB3,0.5100697575873979,2.6302952503209243,Down,GO_BP
Intracellular Iron Ion Homeostasis (GO:0006879),1,42,114,0.3242500572257991,FRRS1,0.5101006997820497,2.5676691729323307,Down,GO_BP
Phagocytosis (GO:0006909),1,42,114,0.3242500572257991,ALOX15,0.5101006997820497,2.5676691729323307,Down,GO_BP
Canonical Wnt Signaling Pathway (GO:0060070),1,42,114,0.3242500572257991,CDH3,0.5101006997820497,2.5676691729323307,Down,GO_BP
Fatty Acid Oxidation (GO:0019395),1,42,114,0.3242500572257991,ALOX15,0.5101006997820497,2.5676691729323307,Down,GO_BP
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),1,42,114,0.3242500572257991,FAM83B,0.5101006997820497,2.5676691729323307,Down,GO_BP
Ceramide Metabolic Process (GO:0006672),1,42,114,0.3242500572257991,SPTSSB,0.5101006997820497,2.5676691729323307,Down,GO_BP
Myeloid Leukocyte Differentiation (GO:0002573),1,42,114,0.3242500572257991,GAB2,0.5101006997820497,2.5676691729323307,Down,GO_BP
Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078),1,42,114,0.3242500572257991,PLS1,0.5101006997820497,2.5676691729323307,Down,GO_BP
Axonogenesis (GO:0007409),2,126,114,0.3264939702478369,EPHA6;SEMA5A,0.5112632598174842,1.7117794486215538,Down,GO_BP
Cell Junction Organization (GO:0034330),1,43,114,0.33053764239362937,GRHL2,0.5112632598174842,2.5079559363525092,Down,GO_BP
Regulation Of Focal Adhesion Assembly (GO:0051893),1,43,114,0.33053764239362937,FERMT2,0.5112632598174842,2.5079559363525092,Down,GO_BP
Chordate Embryonic Development (GO:0043009),1,43,114,0.33053764239362937,GRHL2,0.5112632598174842,2.5079559363525092,Down,GO_BP
Cell-Cell Junction Organization (GO:0045216),1,43,114,0.33053764239362937,CDH3,0.5112632598174842,2.5079559363525092,Down,GO_BP
Cellular Response To Calcium Ion (GO:0071277),1,43,114,0.33053764239362937,ALOX15,0.5112632598174842,2.5079559363525092,Down,GO_BP
Synapse Assembly (GO:0007416),1,43,114,0.33053764239362937,FARP1,0.5112632598174842,2.5079559363525092,Down,GO_BP
Negative Regulation Of Cell Death (GO:0060548),1,44,114,0.33676723253052665,MECOM,0.5147271682042409,2.450956937799043,Down,GO_BP
Cell-Cell Junction Assembly (GO:0007043),1,44,114,0.33676723253052665,CDH3,0.5147271682042409,2.450956937799043,Down,GO_BP
Mitotic Nuclear Division (GO:0140014),1,44,114,0.33676723253052665,SMC4,0.5147271682042409,2.450956937799043,Down,GO_BP
Phosphatidylinositol-Mediated Signaling (GO:0048015),1,44,114,0.33676723253052665,GAB2,0.5147271682042409,2.450956937799043,Down,GO_BP
Cholesterol Metabolic Process (GO:0008203),1,44,114,0.33676723253052665,HMGCS1,0.5147271682042409,2.450956937799043,Down,GO_BP
Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),1,45,114,0.34293935787677327,CDKN2C,0.5156081254790648,2.3964912280701753,Down,GO_BP
Dicarboxylic Acid Metabolic Process (GO:0043648),1,45,114,0.34293935787677327,L2HGDH,0.5156081254790648,2.3964912280701753,Down,GO_BP
ERBB Signaling Pathway (GO:0038127),1,45,114,0.34293935787677327,FAM83B,0.5156081254790648,2.3964912280701753,Down,GO_BP
Endoplasmic Reticulum Organization (GO:0007029),1,45,114,0.34293935787677327,SPTSSB,0.5156081254790648,2.3964912280701753,Down,GO_BP
Regulation Of TORC1 Signaling (GO:1903432),1,45,114,0.34293935787677327,RNF152,0.5156081254790648,2.3964912280701753,Down,GO_BP
Response To Molecule Of Bacterial Origin (GO:0002237),1,45,114,0.34293935787677327,CD24,0.5156081254790648,2.3964912280701753,Down,GO_BP
Regulation Of Protein Localization To Nucleus (GO:1900180),1,45,114,0.34293935787677327,FERMT2,0.5156081254790648,2.3964912280701753,Down,GO_BP
tRNA Processing (GO:0008033),1,46,114,0.3490545438676335,FARS2,0.5187561769461373,2.3443935926773456,Down,GO_BP
Positive Regulation Of Protein Binding (GO:0032092),1,46,114,0.3490545438676335,NMD3,0.5187561769461373,2.3443935926773456,Down,GO_BP
Negative Regulation Of TOR Signaling (GO:0032007),1,46,114,0.3490545438676335,RNF152,0.5187561769461373,2.3443935926773456,Down,GO_BP
Negative Regulation Of Immune Response (GO:0050777),1,46,114,0.3490545438676335,ALOX15,0.5187561769461373,2.3443935926773456,Down,GO_BP
Fatty Acid Biosynthetic Process (GO:0006633),1,46,114,0.3490545438676335,ALOX15,0.5187561769461373,2.3443935926773456,Down,GO_BP
Regulation Of ERK1 And ERK2 Cascade (GO:0070372),2,134,114,0.35355998269573047,ALOX15;FERMT2,0.5242441122729797,1.6095836606441478,Down,GO_BP
Regulation Of Actin Filament Polymerization (GO:0030833),1,48,114,0.3611161757577009,ALOX15,0.5305693242909273,2.2467105263157894,Down,GO_BP
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),1,48,114,0.3611161757577009,RGS16,0.5305693242909273,2.2467105263157894,Down,GO_BP
Muscle Contraction (GO:0006936),1,48,114,0.3611161757577009,TPM1,0.5305693242909273,2.2467105263157894,Down,GO_BP
Endosome To Lysosome Transport (GO:0008333),1,48,114,0.3611161757577009,SORT1,0.5305693242909273,2.2467105263157894,Down,GO_BP
Regulation Of Multicellular Organismal Development (GO:2000026),1,49,114,0.3670636488888151,CD24,0.5344380440931958,2.200859291084855,Down,GO_BP
Potassium Ion Transport (GO:0006813),1,49,114,0.3670636488888151,KCNK2,0.5344380440931958,2.200859291084855,Down,GO_BP
Potassium Ion Transmembrane Transport (GO:0071805),1,49,114,0.3670636488888151,KCNK2,0.5344380440931958,2.200859291084855,Down,GO_BP
Positive Regulation Of Protein Polymerization (GO:0032273),1,49,114,0.3670636488888151,ALOX15,0.5344380440931958,2.200859291084855,Down,GO_BP
Organic Anion Transport (GO:0015711),1,50,114,0.37295623721275745,ABCG2,0.540577017982536,2.156842105263158,Down,GO_BP
Regulation Of Stem Cell Population Maintenance (GO:2000036),1,50,114,0.37295623721275745,TET1,0.540577017982536,2.156842105263158,Down,GO_BP
Long-Chain Fatty Acid Metabolic Process (GO:0001676),1,51,114,0.3787944427793816,ALOX15,0.5453625348051364,2.1145510835913313,Down,GO_BP
Actomyosin Structure Organization (GO:0031032),1,51,114,0.3787944427793816,TPM1,0.5453625348051364,2.1145510835913313,Down,GO_BP
Selective Autophagy (GO:0061912),1,51,114,0.3787944427793816,UBA5,0.5453625348051364,2.1145510835913313,Down,GO_BP
Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),1,52,114,0.3845787630867532,ATP5MG,0.5512295604243462,2.073886639676113,Down,GO_BP
Extrinsic Apoptotic Signaling Pathway (GO:0097191),1,52,114,0.3845787630867532,SORT1,0.5512295604243462,2.073886639676113,Down,GO_BP
Negative Regulation Of Cell Adhesion (GO:0007162),1,53,114,0.39030969112205033,SEMA5A,0.5532961555466428,2.034756703078451,Down,GO_BP
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),1,53,114,0.39030969112205033,FARP1,0.5532961555466428,2.034756703078451,Down,GO_BP
Vascular Transport (GO:0010232),1,53,114,0.39030969112205033,ABCG2,0.5532961555466428,2.034756703078451,Down,GO_BP
Regulation Of Fat Cell Differentiation (GO:0045598),1,53,114,0.39030969112205033,FERMT2,0.5532961555466428,2.034756703078451,Down,GO_BP
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),1,53,114,0.39030969112205033,FERMT2,0.5532961555466428,2.034756703078451,Down,GO_BP
Protein Localization To Membrane (GO:0072657),2,146,114,0.3934232558890191,FERMT2;RDX,0.5552436444225097,1.4772891131939438,Down,GO_BP
Signal Transduction In Response To DNA Damage (GO:0042770),1,54,114,0.3959877154021,E2F7,0.5552436444225097,1.9970760233918128,Down,GO_BP
Transport Across Blood-Brain Barrier (GO:0150104),1,54,114,0.3959877154021,ABCG2,0.5552436444225097,1.9970760233918128,Down,GO_BP
G1/S Transition Of Mitotic Cell Cycle (GO:0000082),1,54,114,0.3959877154021,E2F2,0.5552436444225097,1.9970760233918128,Down,GO_BP
Negative Regulation Of Angiogenesis (GO:0016525),1,54,114,0.3959877154021,E2F2,0.5552436444225097,1.9970760233918128,Down,GO_BP
post-Golgi Vesicle-Mediated Transport (GO:0006892),1,55,114,0.4016133200135509,SORT1,0.5570765406639577,1.9607655502392343,Down,GO_BP
Establishment Of Protein Localization To Membrane (GO:0090150),1,55,114,0.4016133200135509,RDX,0.5570765406639577,1.9607655502392343,Down,GO_BP
Negative Regulation Of Cellular Component Organization (GO:0051129),1,55,114,0.4016133200135509,RDX,0.5570765406639577,1.9607655502392343,Down,GO_BP
T Cell Receptor Signaling Pathway (GO:0050852),1,55,114,0.4016133200135509,VTCN1,0.5570765406639577,1.9607655502392343,Down,GO_BP
Regulation Of Actin Filament-Based Process (GO:0032970),1,55,114,0.4016133200135509,NEDD9,0.5570765406639577,1.9607655502392343,Down,GO_BP
Proton Motive Force-Driven ATP Synthesis (GO:0015986),1,56,114,0.40718698465269304,ATP5MG,0.5599906292131919,1.925751879699248,Down,GO_BP
DNA-templated Transcription Initiation (GO:0006352),1,56,114,0.40718698465269304,E2F2,0.5599906292131919,1.925751879699248,Down,GO_BP
Positive Regulation Of Organelle Assembly (GO:1902117),1,56,114,0.40718698465269304,GPSM2,0.5599906292131919,1.925751879699248,Down,GO_BP
Cellular Response To Hormone Stimulus (GO:0032870),1,56,114,0.40718698465269304,RDX,0.5599906292131919,1.925751879699248,Down,GO_BP
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),1,57,114,0.4127091846649166,RDX,0.5604156297028867,1.89196675900277,Down,GO_BP
Positive Regulation Of MAP Kinase Activity (GO:0043406),1,57,114,0.4127091846649166,CD24,0.5604156297028867,1.89196675900277,Down,GO_BP
Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),1,57,114,0.4127091846649166,GPSM2,0.5604156297028867,1.89196675900277,Down,GO_BP
Protein Autoubiquitination (GO:0051865),1,57,114,0.4127091846649166,WWP2,0.5604156297028867,1.89196675900277,Down,GO_BP
