gene,log2FC,t,P,FDR,AveExpr,sig
RBBP8NL,-4.134933919365677,-24.593271787535958,1.6003032588373115e-22,2.7843276324695676e-20,1.2931401658422357,Down
BLNK,-3.7599763757598037,-24.520093884240097,1.7540186192348508e-22,3.0140969334728255e-20,1.2219474078370238,Down
EPCAM,-5.4664523576491755,-24.47501749128996,1.8561939121129272e-22,3.150775983256077e-20,3.443005603412625,Down
ELFN1,4.443128986485903,24.441864476005946,1.9352377909384193e-22,3.2453704592857664e-20,3.8917401432155407,Up
CCDC71L,3.5936046401217094,24.350510962402904,2.1714710433355757e-22,3.598179220498557e-20,5.423638497708655,Up
PLCB1,-4.3375718348752255,-24.337884919903054,2.2063813740719956e-22,3.6130143936127187e-20,2.367846939981397,Down
AXL,7.260838029578157,24.26718956867853,2.4128107757148584e-22,3.905106184555246e-20,5.578519951601472,Up
ANKRD29,3.2418604899461605,23.97662072774819,3.4933961252850568e-22,5.589032260671575e-20,3.0123300269794244,Up
MFGE8,4.867728575944503,23.958967155793612,3.573295333659403e-22,5.651897471500595e-20,6.0436817336725825,Up
CPA4,6.616122604773588,23.913799275307234,3.786399013904412e-22,5.92167279489163e-20,5.415692791511285,Up
CLMP,5.18981927575035,23.876714434570296,3.9711256674439976e-22,6.141566462794777e-20,4.562651440713944,Up
SERPINE2,4.981256132732886,23.62376948487869,5.505382449548335e-22,8.42081519947948e-20,3.7142879659229604,Up
EHF,-6.817284822784693,-23.570535877631798,5.899545194158259e-22,8.925627125814001e-20,2.972963034260645,Down
MRC2,5.072357016775365,23.51882865205232,6.310249638610123e-22,9.444340292453151e-20,5.683905628465057,Up
MAP7,-4.387662753660445,-23.43497865810138,7.039887487193257e-22,1.0424275950451375e-19,2.4710465130027623,Down
GHR,-5.633697379957326,-23.320412938947996,8.179707235667264e-22,1.187916138314289e-19,2.2932143656521045,Down
MAPK13,-4.467522212777233,-23.31916544506498,8.193113677575383e-22,1.187916138314289e-19,2.931347892096466,Down
ZG16B,-4.198903404514124,-23.2650540856272,8.796939379624321e-22,1.2623154559277416e-19,1.3308279951323714,Down
FXYD3,-4.992394940513812,-23.25617639646447,8.900295216903167e-22,1.2641143788170936e-19,2.1694514957201965,Down
PGBD5,3.6408238832582955,23.125754746578817,1.057129494861193e-21,1.4862813574720147e-19,3.2772275418197503,Up
CARD14,-3.5347016375036793,-23.03018085417535,1.1998436028382852e-21,1.6557883132731803e-19,2.2752620425887202,Down
WIPF1,3.306155722162474,23.029151355829445,1.20148444313953e-21,1.6557883132731803e-19,2.952056201594151,Up
PHLDB2,6.140248395518207,23.021543070976453,1.2136825332366979e-21,1.65620070393349e-19,5.61278590001726,Up
IGSF9,-3.9785418146608666,-23.00747644350941,1.2365717936905872e-21,1.6710526986776003e-19,2.417504776606166,Down
KLHL29,4.778161335129059,22.958442191849624,1.3198934901429492e-21,1.7664997585865108e-19,4.006127996127931,Up
LIX1L,4.626511284010389,22.940820957463092,1.3512293941949198e-21,1.7912154226475322e-19,5.422429035125761,Up
LOXL2,6.538657528135982,22.904283591398876,1.4186669841884691e-21,1.862870354048991e-19,6.8392996148895655,Up
VIPR1,-4.665789070201643,-22.791224884975712,1.6501368275124076e-21,2.1465658413219815e-19,1.8926189394000676,Down
COBLL1,-4.671104567069956,-22.762779307744676,1.7142742475660543e-21,2.209350301099251e-19,1.8688340742382796,Down
MECOM,-3.2749609415227643,-22.64515783560454,2.0079455268475373e-21,2.5640911732285205e-19,1.0000315355486247,Down
PRKCA,2.9652918594669675,22.58946679141265,2.164594431316833e-21,2.738999080863545e-19,6.0276661389555155,Up
ERBB3,-6.163189723914102,-22.57645580108191,2.202971158776024e-21,2.76244644675707e-19,3.391661023663723,Down
AP1M2,-6.155766249926907,-22.4468793954116,2.625617719867973e-21,3.2630333073966357e-19,2.925269481324038,Down
TUBB3,5.129043945621634,22.395750415793806,2.8145879609239175e-21,3.458864140700276e-19,8.160853144114137,Up
MTUS1,-4.382679326445456,-22.390986360781802,2.832893972554289e-21,3.458864140700276e-19,2.063322562867366,Down
CDH1,-6.524417263356724,-22.31113975529962,3.158620507514604e-21,3.82302946470398e-19,5.088833634255844,Down
SNX7,4.139200975730961,22.300594549366267,3.204432203515958e-21,3.8450424000636743e-19,3.090004194168356,Up
LAD1,-6.210350560685975,-22.24104248299951,3.476292576831632e-21,4.1355996903349988e-19,2.5462168671302305,Down
TMC4,-4.2578542422003745,-22.215937732649778,3.597906561395046e-21,4.244005205767597e-19,2.317468982920626,Down
HS3ST3A1,4.515871215622876,22.136768839977897,4.010892282211012e-21,4.691395771100427e-19,3.6045294034494835,Up
CAPN13,-3.7749873068404383,-22.1036248079436,4.197992531854696e-21,4.86932150424046e-19,1.3008510737558239,Down
RERG,-4.546067484643142,-22.095975947939138,4.2424320574816044e-21,4.880199322982352e-19,1.3038426775875827,Down
FABP5,4.69467457380343,22.077535090075127,4.3515739200755906e-21,4.964717819141979e-19,4.469171012370032,Up
F3,6.366352437074046,21.906270980664985,5.514251160261943e-21,6.240070073145201e-19,5.380261071525998,Up
MARVELD2,-2.9538044766121874,-21.84476646523648,6.00607699111835e-21,6.741821422530348e-19,3.507228247551367,Down
PLA2G4F,-3.539801800086952,-21.801337136583697,6.380373390911956e-21,7.104673378248282e-19,1.0558641704875944,Down
CADPS2,-3.013348285114307,-21.76987698055039,6.6664400255517906e-21,7.364299898067886e-19,1.0276476120867144,Down
CLDN7,-5.3817300303963,-21.74677858320128,6.884850299693477e-21,7.545687505624686e-19,2.5388124638170324,Down
TSHZ3,3.3622378622200166,21.673102282899016,7.632006808785794e-21,8.299211154022614e-19,2.7686675118399977,Up
IL7R,5.773889540277752,21.66110311226928,7.761372912625455e-21,8.374461207041372e-19,4.1900390304111435,Up
CAV2,6.258620491640311,21.63871133647257,8.008851676657679e-21,8.575015883646018e-19,4.70978485880836,Up
IGDCC3,-2.673776094551533,-21.606141268023034,8.383403069407622e-21,8.907525749853794e-19,1.1944542530580986,Down
KDF1,-3.3406426956946316,-21.559645018972166,8.949592184170711e-21,9.437073758444857e-19,1.7988661228686715,Down
RHOV,-4.27492005196194,-21.464735028809162,1.0230713317869166e-20,1.0706864561760972e-18,2.151827160927968,Down
TMPRSS2,-4.619545732195888,-21.431550502850836,1.0721954892828082e-20,1.113723060845329e-18,1.7999660317775177,Down
GPR160,-4.675755440738384,-21.357063474403674,1.1914974588295313e-20,1.226850171847138e-18,2.3534598670971953,Down
ANXA8,7.116820277526489,21.352795974051944,1.1987328354853852e-20,1.226850171847138e-18,5.149103668457753,Up
FBN1,5.2266324261826,21.246921116033334,1.39348001174105e-20,1.4080034796294673e-18,4.286254015337466,Up
NTNG1,4.382782095450303,21.245670370894373,1.3959658034978554e-20,1.4080034796294673e-18,3.1953444280877745,Up
ST14,-6.4346242688572906,-21.240583931362647,1.4061219320553063e-20,1.4080439692286192e-18,3.6992869456748405,Down
GNG4,4.53375766298584,21.03229746298381,1.8945509486027815e-20,1.883589618114437e-18,3.268612231479241,Up
OVOL2,-3.1149027867245205,-21.011512745425197,1.952038358882306e-20,1.9269802778214765e-18,1.3008950374644257,Down
SMPDL3B,-3.396425843634833,-20.997649447242427,1.991377099051553e-20,1.9519702705421525e-18,1.202288497001736,Down
ABCA1,5.226921867047101,20.968593623381196,2.076494403514261e-20,2.0211696225534963e-18,4.752009158809493,Up
SYDE1,3.4277701759595525,20.94492882157673,2.1485801304651852e-20,2.076811585829508e-18,5.326533894536107,Up
KIAA1549L,4.239516491457902,20.929431371956724,2.197177605473496e-20,2.1091389717645235e-18,3.030525943258592,Up
TCEA3,-3.840655438444889,-20.911899913433796,2.2535187747982706e-20,2.1484060155080222e-18,2.0785935109992044,Down
TNFSF10,-3.8615995453195398,-20.84640574707516,2.4774845383392972e-20,2.345857638717325e-18,1.4448978013736784,Down
CLSTN2,-4.696494566934979,-20.680752772374984,3.15203912809104e-20,2.9644076097229183e-18,2.298831848731927,Down
CD44,3.177598413420233,20.673821851843527,3.1840729765753206e-20,2.9744370309363685e-18,7.533473865917158,Up
BIN1,6.373688082116957,20.50324443449497,4.0875473338672714e-20,3.792971422673237e-18,5.862674291468613,Up
ZNF750,-2.527703262685871,-20.493964629536812,4.1436840219995383e-20,3.819598536570303e-18,1.0282489465670162,Down
RBM47,-5.205363040698289,-20.43983916268305,4.487290032394054e-20,4.1091177605850544e-18,2.8272164388013965,Down
OVOL1,-3.622337346702713,-20.353321518484627,5.0986018802330284e-20,4.638394743200231e-18,1.2228473504988358,Down
TENT5C,-4.056600274443925,-20.22416792949003,6.174906366964816e-20,5.5810728390768354e-18,1.5192636449228014,Down
PCOLCE2,3.9606039291171475,20.056759893759715,7.927339502423787e-20,7.118750873176561e-18,3.913219155801774,Up
PLEKHS1,-2.781204734906053,-20.023223396604816,8.335960010729793e-20,7.437706883932562e-18,0.8581545946353528,Down
SYT1,-3.023065172044289,-19.998291156966523,8.653737918027389e-20,7.649526512472041e-18,1.7543373086401592,Down
PRR5L,3.0520134668666214,19.99602166386233,8.68327601818078e-20,7.649526512472041e-18,2.2482003562919477,Up
ADCY6,-2.944583872479154,-19.970113754268915,9.02791693837742e-20,7.80283700864581e-18,4.792785569692347,Down
TACSTD2,-6.610791818111559,-19.967890484275312,9.058139999983935e-20,7.80283700864581e-18,2.973751915324701,Down
HCAR1,-4.962897450880333,-19.966610528699558,9.075586854683466e-20,7.80283700864581e-18,1.7342526759731898,Down
SMIM19,-2.1138834135120037,-19.966174343889403,9.081540307497818e-20,7.80283700864581e-18,2.5889618423714547,Down
PLAAT3,-4.683308820044955,-19.954089156707756,9.248097327478652e-20,7.897194276145727e-18,2.183789166845633,Down
FBLN1,6.423556550231648,19.903279064291237,9.983466577672486e-20,8.473162883818496e-18,5.531876475987255,Up
MSLN,7.110958942175123,19.87359782660448,1.0440611557884693e-19,8.80744680449679e-18,5.250680510074575,Up
TMEM158,5.227860998036416,19.85688550325792,1.0707431570657021e-19,8.97811686939609e-18,4.4353227518641445,Up
NCKAP5,-2.0612256443553694,-19.842938510981213,1.0935465926846514e-19,9.114416181783031e-18,0.669101368888021,Down
SIK1,3.925633537173981,19.837697777297503,1.1022438061499126e-19,9.132221153452758e-18,5.662466180556305,Up
DPYSL5,4.217041296829106,19.772692937850383,1.216230279517342e-19,1.0016987728166795e-17,2.8799115988270687,Up
TESK2,-2.901048417720169,-19.70838327896129,1.3409569446408445e-19,1.0979282183797597e-17,2.5216576154033095,Down
DNM1,3.3754243333377465,19.675283716547554,1.4102078150456345e-19,1.1478761741298355e-17,5.233019475905559,Up
MPZL2,-4.931743892478913,-19.543618223402405,1.7241811883208181e-19,1.3952836023393876e-17,2.015537231049335,Down
RAMP1,6.2892434786945115,19.43848655634675,2.0260435189470468e-19,1.630086690186355e-17,4.612860290895266,Up
KIF13B,-3.3957365435328923,-19.40541640472999,2.1318421240521519e-19,1.7053511795794196e-17,2.953370298162144,Down
LOC102724428,4.260655461618219,19.379741685014718,2.21788855050407e-19,1.7640451848266373e-17,6.249355795913159,Up
KIF3C,3.6008334726471842,19.22515155213061,2.817210297716297e-19,2.22799716669961e-17,5.700425224258064,Up
ETV5,4.119030157550537,19.186887102639787,2.989789499671921e-19,2.351123166436919e-17,4.6491384044896265,Up
CMTM3,3.6663314926965525,19.166825204160904,3.084579735558532e-19,2.4120373786089445e-17,3.249982752049958,Up
PDE9A,3.9691557489958984,19.121885959906937,3.308292703412698e-19,2.5725210133408576e-17,4.086647507525545,Up
ZNF264,-3.543492223163822,-19.103183652669728,3.406249842477181e-19,2.63397730874666e-17,1.3007546405534987,Down
RAB6C,-1.9264983192066454,-19.025750961970527,3.8446412673261087e-19,2.956550375685752e-17,0.7626447086683925,Down
CFAP206,-2.042624753146786,-19.007483185632683,3.956275061251567e-19,3.025680910854976e-17,0.9936304013593625,Down
KRT17,5.665946709742789,19.002429316571913,3.9877438438654304e-19,3.03308232583404e-17,4.524210091643824,Up
S100A3,3.906426039969688,18.993549260594563,4.0436618994498933e-19,3.058898368393645e-17,2.9496719153699087,Up
PRR15L,-4.68081326488628,-18.94813183502075,4.342528282728822e-19,3.267224387421755e-17,2.1794080655762103,Down
POF1B,-3.0773970136845854,-18.906771071667897,4.634455566526359e-19,3.468117582283892e-17,0.9536578764122468,Down
PODXL,3.625408615260979,18.87161550739466,4.898424832174651e-19,3.646052151820266e-17,7.554534514767962,Up
P2RY2,-4.379175264294972,-18.82100908205484,5.305833296927052e-19,3.9282922159535976e-17,3.685409090772793,Down
AFF3,-4.757362317435412,-18.814070582529993,5.36434768900255e-19,3.950600819218333e-17,2.804548128374908,Down
CSF1,4.114063986364106,18.790387286558374,5.569121859930233e-19,4.079821429914153e-17,4.894027297454742,Up
ARHGEF37,-4.036617995016895,-18.777696916032383,5.682137496159049e-19,4.1408205135621885e-17,2.381573425250434,Down
SH3D21,2.6426048584633035,18.768751852350785,5.763213513626438e-19,4.178029630008666e-17,4.394122215745405,Up
NDRG2,-3.3937351022231175,-18.748369100432907,5.952431493120185e-19,4.292844246255951e-17,1.9673611255978296,Down
TMEM25,-4.072872104997758,-18.736864036699846,6.062044450287028e-19,4.349360654821914e-17,1.626647155371629,Down
ARMCX3,-3.8503045441531376,-18.68867001367688,6.544244891595764e-19,4.671248443390843e-17,2.403534600592182,Down
ADGRV1,-3.407605693505863,-18.586731271767515,7.698487500920959e-19,5.467104465577491e-17,1.5187322929801137,Down
PDLIM7,3.3171525974585747,18.52229351764128,8.534256584745028e-19,6.029863827566804e-17,7.119277091399886,Up
FSCN1,5.353572779625685,18.504015177114947,8.787917428085746e-19,6.177728418258864e-17,7.97121624461661,Up
FAM83B,-4.669535845118647,-18.475030185178365,9.206163461124526e-19,6.43922558871318e-17,1.895267056175723,Down
BRSK2,2.8989472663394076,18.36384499270377,1.1009872378725118e-18,7.662320681973745e-17,3.3264806799007034,Up
HMGN5,-3.474282809063663,-18.354858574603185,1.1170680995743869e-18,7.735557650734274e-17,1.200707737816046,Down
VTCN1,-3.8813456331418066,-18.301084408645554,1.218473940150996e-18,8.396009293545403e-17,1.108759770685558,Down
CCSER1,-1.9719046118744834,-18.268848351226705,1.2837556056404745e-18,8.77292801828788e-17,0.5812147079551232,Down
NT5E,4.83279351059671,18.2678757977494,1.2857800960778272e-18,8.77292801828788e-17,3.951004985086096,Up
SEMA4B,3.189445422377125,18.260729145412245,1.30075776748844e-18,8.831827983254437e-17,7.805269761179438,Up
SH2B3,2.485779896563942,18.217079650888206,1.3962136123104505e-18,9.433930713470467e-17,5.147508764347387,Up
ABCA12,-5.35840269880542,-18.175226257323885,1.4945110085190405e-18,1.0049323056800254e-16,2.9432913672191265,Down
DENND2D,-2.868932919032331,-18.16831731422096,1.5114091196439356e-18,1.0114088238617279e-16,3.5917837868572597,Down
ESR1,-3.4562046451767565,-18.135503105943084,1.59439006672037e-18,1.0618332697933411e-16,4.364872926809089,Down
ELFN2,3.5728234014786318,18.09518578989681,1.7027948728315871e-18,1.1286286588068027e-16,3.3204713464385893,Up
SLCO2A1,4.223676517750222,17.895282042982018,2.3636819786828374e-18,1.5592459460325314e-16,4.286313675028385,Up
BANK1,-2.327251958537739,-17.851265156360657,2.5417090507296684e-18,1.6687758621276537e-16,0.7511927372805194,Down
MBNL3,-4.122398415079613,-17.84327671815343,2.5754680226450312e-18,1.6830018501031074e-16,1.6808951522072584,Down
TTC39B,-2.835892087164826,-17.83405793587533,2.614999844073852e-18,1.7008496649375675e-16,2.3917786804759356,Down
AMOT,-2.5012275450080437,-17.82619292834912,2.6492192862174477e-18,1.7150922439470073e-16,0.9383988110145624,Down
CAVIN1,4.019707410430307,17.807185618859744,2.7338305097003026e-18,1.7616753178017831e-16,7.354692766504012,Up
ENPP1,-4.227829710715785,-17.79802255797412,2.775607396765698e-18,1.7803538873539976e-16,2.3265724011767057,Down
RAB15,-3.791013380196565,-17.795161200613894,2.788787113650456e-18,1.7806021942614998e-16,4.259940373692935,Down
CD68,3.8601372580355253,17.74149801243497,3.0482440879587946e-18,1.937374861200843e-16,4.698627779304164,Up
P3H1,2.6647652292365867,17.68090824161954,3.3712122943525227e-18,2.1329047238678527e-16,5.6192143951402045,Up
CCDC9B,4.222701500724849,17.6657102752552,3.4576091973702666e-18,2.173767535749675e-16,4.656450491576673,Up
CD320,4.769512277710142,17.664076121797144,3.467033500513168e-18,2.173767535749675e-16,5.046682143730266,Up
CCDC152,-4.644853972643042,-17.643381999047286,3.588688316940553e-18,2.23995303513433e-16,1.720556656888301,Down
ANXA8L1,6.295659195886959,17.63994881345036,3.6092914514575475e-18,2.2427557014659646e-16,4.4888351718086765,Up
SELENOP,-5.251674608724529,-17.599544808050748,3.861100424781574e-18,2.3885625250015435e-16,2.0527023124442034,Down
TIMP1,4.038989426150462,17.563381957745595,4.101780436014009e-18,2.5262248623397784e-16,7.538094053755855,Up
SLC9A2,-4.153799897329896,-17.558594777042078,4.134777527766629e-18,2.535329004801044e-16,2.762439848596576,Down
ANKRD34B,-2.6839305832398797,-17.508945238179503,4.493527902461546e-18,2.7432199506299234e-16,0.9843869475020963,Down
HAPLN3,3.2076769783593844,17.50253479357613,4.54212517087387e-18,2.7607790503665237e-16,2.559628785638009,Up
FADS3,3.1063874694693334,17.49779480626685,4.578405906881332e-18,2.7707318181687505e-16,6.555943308502369,Up
PLXNA2,3.4813095981204425,17.369085482335567,5.686289341205003e-18,3.42629702771569e-16,4.96262321950158,Up
GRHL3,-3.051101997233004,-17.278120517005092,6.632642552962269e-18,3.979299642012148e-16,1.3894489213482895,Down
SPOCK1,4.509226656492851,17.24745476387277,6.986983398777332e-18,4.173897936806081e-16,3.4757839484762383,Up
GRHL1,-3.668423528907041,-17.151240415816464,8.230366797808773e-18,4.892866895522296e-16,2.6767664900584927,Down
ZNF703,-3.5387643126021397,-17.14907570452987,8.260821326587683e-18,4.892866895522296e-16,4.436249654723069,Down
XK,-2.347195357244917,-17.14521303961249,8.31545173786518e-18,4.904354777090908e-16,1.3300663942608448,Down
ACOT4,-3.3144365781217204,-17.139501373609793,8.396914171513144e-18,4.928167533446326e-16,2.1182208041771635,Down
ATP2A3,-5.935006053102833,-17.137431416329974,8.426638932108811e-18,4.928167533446326e-16,3.6259567637763155,Down
FHOD3,4.171628871090189,17.084521595845498,9.224285850965837e-18,5.372085136384665e-16,3.8483707420893634,Up
TRIM46,-2.3766764883471514,-17.073158347414804,9.405485653074574e-18,5.454789783547709e-16,1.440115719805466,Down
PPM1H,-2.8550184602073183,-17.04078211487297,9.942086725888589e-18,5.742070752599305e-16,3.9411481836968583,Down
