gene,log2FC,t,P,FDR,AveExpr,sig
FOXM1,-2.1429592298711344,-26.14430838923428,2.541612418211661e-09,1.7157105751975929e-07,5.849797526176722,Down
SPATA6,2.1830605506440244,26.039841889181094,2.6272717622845936e-09,1.7650489384802862e-07,1.5809621027700171,Up
FHL2,-2.2637033086644274,-25.99315820912513,2.6665907217427722e-09,1.776191946313643e-07,3.647006592083704,Down
LGALS9,3.1626294383632,25.990136652527898,2.6691581844040925e-09,1.776191946313643e-07,2.3113353385906565,Up
EPS8,-2.132522476568767,-25.91652306223645,2.7325708057947357e-09,1.8059845103347554e-07,5.5204524507081985,Down
IFIT1,4.396373442447142,25.897588373315298,2.749152786737214e-09,1.8059845103347554e-07,6.447160700434502,Up
PARP14,2.7022320039828847,25.893764251813167,2.752515385026976e-09,1.8059845103347554e-07,6.799512853977802,Up
UBD,1.9695985908622986,25.875844907412315,2.768333476187329e-09,1.807914899495176e-07,1.0905653133863722,Up
DNAH5,2.5878261111109304,25.837066692606186,2.802913659230629e-09,1.8195373336759104e-07,2.2863732241311756,Up
SAT1,2.0667975530112273,25.812977905935462,2.8246377345343265e-09,1.8195373336759104e-07,5.874637104656871,Up
TCN1,3.121428868397943,25.81257097752517,2.825006329615757e-09,1.8195373336759104e-07,1.5885808390779284,Up
SKAP1,2.307521176257289,25.769018209513284,2.8647690432651624e-09,1.8367224719856686e-07,1.461971067378477,Up
SKA1,-1.9460108951875101,-25.678742978834116,2.949196934514136e-09,1.88225791625059e-07,3.4103350090505695,Down
FAM83E,3.4394979921801494,25.6150886131645,3.010400527657811e-09,1.9058842337495167e-07,1.880455354663401,Up
TMEM63C,2.646928291424379,25.604184731087965,3.0210264100486872e-09,1.9058842337495167e-07,3.0496453009740367,Up
AKR1B10,2.2924275504645624,25.58975809201701,3.035149738585906e-09,1.9058842337495167e-07,1.9574609985061517,Up
FAR2,2.555171236781561,25.57431085643721,3.0503541047017554e-09,1.9058842337495167e-07,2.473732077094984,Up
KIF5C,2.1993713952585057,25.552631146236344,3.0718367889027424e-09,1.9058842337495167e-07,4.618611276255267,Up
HMGB2,-2.053383933564218,-25.548829592194878,3.075621199089128e-09,1.9058842337495167e-07,7.6055362293640485,Down
COL12A1,1.9651530455512252,25.539524869228153,3.0849059738421417e-09,1.9058842337495167e-07,4.466570140398518,Up
SLC44A4,2.3156853113158857,25.529638749591953,3.0948052510141004e-09,1.9058842337495167e-07,1.2644287104478684,Up
IFI44,3.914267619606438,25.50145371431559,3.1232233212209705e-09,1.9149859673914255e-07,4.175408605301217,Up
TMEM132B,2.037245831782916,25.46295567542785,3.162512254902226e-09,1.930003533193516e-07,1.1730283745627386,Up
MCTP2,1.8956843183268859,25.45063066112016,3.1752070092422347e-09,1.930003533193516e-07,1.0901293919042936,Up
PSD3,2.140498761263528,25.428989555068814,3.1976354178755843e-09,1.9349975534577742e-07,4.34345074867393,Up
GOLM1,2.8480710399860767,25.41618882079199,3.210985185924517e-09,1.9349975534577742e-07,4.786596010987746,Up
FGB,2.0098510582123623,25.402976938949088,3.2248291202636693e-09,1.935035285368469e-07,1.0527882902861472,Up
TM7SF3,-1.9589177215177922,-25.354380792549,3.276327289410422e-09,1.9526305507967812e-07,6.904429617384674,Down
SAMD9L,2.2261754099945015,25.349112006433632,3.2819657430955084e-09,1.9526305507967812e-07,1.2360626729027009,Up
ARHGAP36,-2.127283307677468,-25.27252319613125,3.3651653601352414e-09,1.9936829882556507e-07,2.7696202150834694,Down
SYT12,-2.816379434379601,-25.24975843263284,3.3903477494458176e-09,2.0001627205869215e-07,3.8531441784597713,Down
ZNF234,-1.7898467289297963,-25.217433561117208,3.426468314284125e-09,2.0130142929231547e-07,3.0065869055725627,Down
KYNU,-3.78929205101726,-25.20158788044527,3.444331643412721e-09,2.0150775252149175e-07,5.802755840432918,Down
ATG9B,2.1752284108965876,25.177367411189202,3.471837692798162e-09,2.022741620107012e-07,1.2951863324153792,Up
