gene,log2FC,t,P,FDR,AveExpr,sig
MECOM,-1.1137539695139957,-9.981225390979358,6.211021799265283e-06,3.7671255759604256e-05,3.5883880317000307,Down
CHRNA5,-1.2051534421333068,-9.978070227475033,6.2263253007763615e-06,3.774776923497448e-05,4.675317658018577,Down
PPM1J,1.0042392095961856,9.97360465162233,6.248056324924816e-06,3.786316739674982e-05,2.4342518299440954,Up
KAT7,-0.9946880094343432,-9.971273279157971,6.259435039939688e-06,3.791575815176581e-05,6.742996753519637,NS
CHAC2,-1.0155644529980363,-9.969896695727295,6.266164526984985e-06,3.794015356765682e-05,2.800952885515235,Down
SLC6A16,1.0988382252045346,9.968523611678789,6.2728849121408e-06,3.796447286696938e-05,1.329847785400464,Up
GNL3,0.8958287472591685,9.965216575447956,6.289103658821839e-06,3.804623200065378e-05,6.911505070270519,NS
SIN3A,-0.9139298127390277,-9.96456945929044,6.2922827650339075e-06,3.8049070759621484e-05,7.2299044663438226,NS
H3C4,1.113312831593319,9.962163191497101,6.304119772079147e-06,3.810423836408235e-05,1.0051077929732164,Up
DMC1,-1.4141315611482284,-9.951728139730283,6.355739230493014e-06,3.839971365548727e-05,1.9796317758537796,Down
SKAP2,-0.7645794549472438,-9.950419376304447,6.362246399816219e-06,3.842249535476109e-05,5.527982207343712,NS
ATP11C,-0.9973779229373552,-9.948004782538964,6.374271181011804e-06,3.846144300318307e-05,5.862239850583186,NS
CACNA1I,1.2364115805475777,9.947181806593475,6.378375402111624e-06,3.846144300318307e-05,0.9507588104700503,Up
DIS3L,-0.8760457120318806,-9.94704200559938,6.379072888030385e-06,3.846144300318307e-05,5.087828978688555,NS
HNRNPM,-0.8207434187562781,-9.946174788797371,6.383401441818913e-06,3.846144300318307e-05,7.889592369138644,NS
KDM7A,1.141593759681316,9.945548976229981,6.3865270967717095e-06,3.846144300318307e-05,5.360003187290354,Up
CCDC159,0.7783277450218521,9.945400914735416,6.38726684657171e-06,3.846144300318307e-05,3.636338133347227,NS
AP4S1,-1.1039376816244273,-9.945280172805802,6.387870171883977e-06,3.846144300318307e-05,3.7949743466141093,Down
NUP62CL,-0.998846954133281,-9.943507992359855,6.3967327181763535e-06,3.849171457057572e-05,1.4575717254439062,NS
HNRNPH1,-0.9330517984353871,-9.943178780569285,6.398380585978472e-06,3.849171457057572e-05,9.301550207845388,NS
GPER1,1.1814370670406158,9.941619698290038,6.406190969138789e-06,3.852219588765642e-05,3.053720102881758,Up
ZNF304,-1.1439772722236492,-9.9372440759241,6.42816771229694e-06,3.8637800876867004e-05,3.8723288100542455,Down
ANKRD6,0.9075908316363542,9.935272084787615,6.438099476612605e-06,3.868093913184321e-05,3.3398147994897474,NS
ZSCAN2,-0.7364871465978062,-9.932265761271266,6.453273374986896e-06,3.8755522437207445e-05,3.2775009498603223,NS
ARHGAP19,-0.8571797844585682,-9.931123067985066,6.4590513349167865e-06,3.8773638218711674e-05,4.553579995437921,NS
NGLY1,-0.9169424874649382,-9.93035639183098,6.462931207027488e-06,3.878034917857819e-05,5.280940742936511,NS
BCL2L1,0.9384952797370496,9.929795233463304,6.465772667994914e-06,3.8780826156051507e-05,6.08932493949925,NS
PTGER4,0.7313841473609218,9.926159261203555,6.484217293887331e-06,3.887152447052894e-05,1.6118946398050797,NS
SNX12,-0.7474567321467831,-9.92572358908831,6.4864312965208536e-06,3.887152447052894e-05,5.515401222666874,NS
MTURN,1.0200061990376152,9.9243063714621,6.493639135243093e-06,3.8898117362605914e-05,4.771736632092721,Up
ASPHD2,0.8846376587516555,9.922693438536818,6.501853187546116e-06,3.8919159479913506e-05,0.7277445159812373,NS
ARL3,-0.761436006256386,-9.92252815905077,6.502695544468135e-06,3.8919159479913506e-05,5.572786019573336,NS
CDCA8,-0.8345531346329048,-9.920681909587215,6.512113309106661e-06,3.8954243710299486e-05,5.773306613867105,NS
ZBTB5,-0.7641810118116384,-9.920291618142137,6.514106134305476e-06,3.8954243710299486e-05,4.849845345324893,NS
SPEN,-0.7389821633742997,-9.918846460564607,6.521490996441164e-06,3.8974223020633214e-05,6.84448750277993,NS
TNS4,-0.8378580236117613,-9.918037176541098,6.525630558171062e-06,3.8974223020633214e-05,1.7432665979185884,NS
UGCG,-1.7069011019177511,-9.918009066125462,6.525774397942361e-06,3.8974223020633214e-05,7.441535134173599,Down
C4orf19,-0.8745839488729783,-9.91395954573495,6.54653245073409e-06,3.908157403943765e-05,4.504172821664198,NS
SH3YL1,1.0407955708869416,9.905476644619526,6.590254339539013e-06,3.9325865355489706e-05,5.921177514876625,Up
PRKN,0.942661595775525,9.899995972762069,6.61867476255695e-06,3.9468118199498185e-05,0.4829323975327287,NS
MAP3K12,0.9411997161776805,9.899795865941808,6.6197150031919536e-06,3.9468118199498185e-05,5.565391269906631,NS
ABCC1,0.8340960234705592,9.895514230922563,6.642016326430072e-06,3.958427471961148e-05,6.584613319161889,NS
TAPBP,0.9018906915114641,9.894444748227404,6.647599847262055e-06,3.9600742238186895e-05,6.561973803596824,NS
GFPT2,0.9902434900447412,9.891144453131192,6.664862805857713e-06,3.968674243301449e-05,2.4230838665658045,NS
SLC35A2,0.915421317528527,9.889452716764232,6.673731119252928e-06,3.972270396160677e-05,5.304362878673134,NS
PADI3,1.1535610335578412,9.886915041091864,6.687058541824169e-06,3.978516482447168e-05,1.3516161789217147,Up
ACAP3,1.5056697031939805,9.884457588091294,6.699992821236571e-06,3.9845234732309486e-05,4.747789539000991,Up
MYADM,0.6945576345018739,9.878793365767102,6.7299111847382956e-06,4.00062163187597e-05,6.240515857883268,NS
TAB2,-0.8587051710504551,-9.874704987591693,6.75159813494885e-06,4.010927366078812e-05,7.359545936165316,NS
TUBB4B,-1.3212449864542093,-9.874192175676582,6.754323837193521e-06,4.010927366078812e-05,8.10437511760741,Down
BBS2,-0.8089599637720557,-9.873911273885545,6.755817406720598e-06,4.010927366078812e-05,5.391697840446073,NS
HTATSF1,-0.9706058555213768,-9.869175899058957,6.7810509224571545e-06,4.024206931623876e-05,7.538119053237444,NS
BACE1,-1.0703633600360931,-9.865456553329958,6.800943682987359e-06,4.03379379999436e-05,5.873274287668941,Down
KNSTRN,-0.7770370678032285,-9.865081887617338,6.802951156175945e-06,4.03379379999436e-05,5.03683363846865,NS
DNAH1,1.1569177715417127,9.864068606459815,6.808383652026827e-06,4.035310884681666e-05,2.511223584182812,Up
PITPNC1,-0.84347702970912,-9.862600040351412,6.816265614887478e-06,4.0382778691407207e-05,5.627530704467104,NS
FAM72A,-1.1156486981028846,-9.861419504878304,6.822609030503867e-06,4.0403312272165665e-05,4.241492295500034,Down
SOX6,0.8676056955908529,9.858754736412097,6.836951842077896e-06,4.047118078187847e-05,0.6311557340554047,NS
VMP1,-0.8254548133300023,-9.856881229190973,6.847055823684829e-06,4.04977761852272e-05,9.86771172872148,NS
PCDHA3,0.9693010859343874,9.85685207072217,6.847213208726541e-06,4.04977761852272e-05,2.2651214675414235,NS
SLC38A7,1.0365360266665176,9.85402903815874,6.86246977800368e-06,4.0570921327557757e-05,3.210563556902875,Up
TPK1,0.7764391502842557,9.851401339699738,6.876704623325455e-06,4.063796701014845e-05,2.863871861439891,NS
AKR1C2,0.8124824195006437,9.84904832928304,6.8894792481391785e-06,4.06963307207077e-05,6.351910811331354,NS
COMMD1,-0.7831053444694877,-9.839363926123811,6.9423345184206345e-06,4.099130318466952e-05,4.2419288165478735,NS
SLC13A2,1.040657366163105,9.838114666391396,6.949185418324796e-06,4.1014507128498724e-05,0.5203286830815524,Up
PRIM2,-0.7762321354851978,-9.835135752483895,6.965551996667865e-06,4.109383007782079e-05,4.997776677562971,NS
EZH2,-0.9729835908112606,-9.831794923693751,6.9839579198257935e-06,4.118511262170263e-05,6.702310535812008,NS
SPRR1A,1.023593466538882,9.827238650680824,7.009147300963539e-06,4.1304127149260084e-05,0.511796733269441,Up
GSTA1,1.3144533850565352,9.827080554370305,7.010023146263569e-06,4.1304127149260084e-05,1.3360072819033737,Up
SLC1A4,1.4298559525463967,9.826422200239458,7.01367170058326e-06,4.13082904143832e-05,4.23185391207198,Up
ERAP1,0.7384222886225628,9.824385286906121,7.024973497187036e-06,4.1350559840591205e-05,5.793910247477125,NS
PAN2,0.8254190273919121,9.824067503997911,7.026738535691946e-06,4.1350559840591205e-05,6.775787664217883,NS
IER3,-1.2835800772333905,-9.822949120827559,7.032954206801452e-06,4.136097069660172e-05,4.032743051950491,Down
RPS4X,-0.7659196349834793,-9.822689295651914,7.034399118544614e-06,4.136097069660172e-05,10.172810695270966,NS
C17orf100,0.8633452888688318,9.821594078830808,7.040493344029397e-06,4.137795542232594e-05,1.7630671193798928,NS
SRP68,-0.7090160616033147,-9.821111288620456,7.0431816437119144e-06,4.137795542232594e-05,6.881464363633559,NS
HMGCLL1,-1.2665993166650567,-9.820492244078203,7.046630310141617e-06,4.138090179201106e-05,4.104211566637857,Down
BPGM,1.1421634141380912,9.819501408582486,7.052154108216011e-06,4.13829853789394e-05,3.1340623151158944,Up
ZNF708,-1.0180437520346772,-9.819371317194117,7.052879710262943e-06,4.13829853789394e-05,4.173615485845105,Down
ZXDB,-0.8057646076182237,-9.817500507239647,7.063323574408581e-06,4.142695334514239e-05,3.902998668589016,NS
PPFIA2,0.8508459585729901,9.812896348005445,7.089099664356479e-06,4.155263052956678e-05,0.7766110907642786,NS
ITGA1,0.8853907309368789,9.812616386475607,7.09067037595912e-06,4.155263052956678e-05,0.6132126292508071,NS
LMTK2,-0.7140953305133001,-9.81072582136279,7.101287427057477e-06,4.157622398219562e-05,5.789214768370607,NS
DGAT2,0.8160208231042313,9.810620469672996,7.101879580910837e-06,4.157622398219562e-05,4.278707281349931,NS
CAPN15,1.025520666423822,9.810318066723552,7.103579612085128e-06,4.157622398219562e-05,3.4180941861744905,Up
ADAM22,-1.0532260059547554,-9.809179158550926,7.109986315678145e-06,4.159638244101535e-05,3.30222014989424,Down
HAUS2,-1.0276971027200539,-9.808323992452966,7.114801101140719e-06,4.160469191586329e-05,4.7855915163932305,Down
LYSMD1,-1.04296388560281,-9.807874587059278,7.1173328097645204e-06,4.160469191586329e-05,3.6807116074036137,Down
OIP5,-1.0855378967261986,-9.806155567762579,7.127026075509217e-06,4.164401711453388e-05,3.053892149906254,Down
SCEL,0.7010441507860288,9.797162156441598,7.1779779603047805e-06,4.192428807846898e-05,0.5373942159041101,NS
CATSPERB,0.9480523730780506,9.796089697818342,7.184080881531737e-06,4.193906440340491e-05,1.3506976677255649,NS
TUBGCP3,-0.7733211913220407,-9.795668089660785,7.186481657616425e-06,4.193906440340491e-05,4.925203781774867,NS
POLH,-0.7788464705774955,-9.793408916352192,7.199361320452074e-06,4.199677287098777e-05,5.13567123425772,NS
OSBPL3,-1.0901967703549873,-9.79030442752735,7.2171019951543265e-06,4.208277787124664e-05,0.9679733578006898,Down
BDKRB1,0.7188312005019278,9.789346744241607,7.222584490336836e-06,4.20972639389039e-05,0.3710171998959301,NS
RBM20,0.9460208883607039,9.787301974261146,7.234305765051683e-06,4.214808599464344e-05,0.5602206458034993,NS
SNTB1,1.2906546904256004,9.784087094567466,7.252777210294991e-06,4.223817702602736e-05,0.9466308641031027,Up
NARS1,-0.8380778670314307,-9.783129552924732,7.258288987145956e-06,4.225275110635007e-05,7.117658666312742,NS
ZNF225,-1.3691287730114965,-9.781804234737045,7.265925424099333e-06,4.227967628668825e-05,1.98280567761476,Down
TAF5L,-0.7187622673204305,-9.780578864856054,7.2729938991857455e-06,4.228696896776248e-05,5.171905131189492,NS
PLXNC1,0.9759470922962737,9.78033266383958,7.274415016304607e-06,4.228696896776248e-05,1.4542235413051694,NS
SVOPL,1.1578486454706303,9.780021122237057,7.276213733075576e-06,4.228696896776248e-05,0.6845753901800299,Up
PSG9,-1.690256007599095,-9.777559894761957,7.290441249351809e-06,4.235212477540288e-05,2.6132319739012595,Down
PLSCR1,0.7698830525924365,9.768549754424475,7.342789903862533e-06,4.263859100088248e-05,5.821996480993604,NS
ZNF724,-1.3519563180293082,-9.765951584836504,7.357962611743517e-06,4.270903391132316e-05,3.4912451891228304,Down
VGLL4,-0.7864583094362677,-9.764915695726552,7.364021666336537e-06,4.272654058555013e-05,5.647866651719238,NS
HMGB1,-0.9263181336997897,-9.756605351098404,7.4128309465792975e-06,4.299196997972735e-05,9.340165511243706,NS
HOXC13,0.8771730188888985,9.754869008191504,7.423074333371456e-06,4.303360310275335e-05,4.105732198793188,NS
RC3H2,-0.9732517811084338,-9.749809607910255,7.4530114886276275e-06,4.318932493265395e-05,6.973737068082045,NS
PARP16,-0.7556783137992941,-9.740766318409467,7.506856337242435e-06,4.348340339571825e-05,3.430482683457086,NS
XRCC6,-0.7457230389345471,-9.740118204433653,7.510731838983256e-06,4.348791164996449e-05,8.525062318873553,NS
ASPH,-1.0627021267324201,-9.738340522254957,7.521373181414953e-06,4.3531574954759835e-05,7.098676543023713,Down
HEMK1,0.9343796797658038,9.737696537569654,7.525232252340955e-06,4.353596458801787e-05,4.239319767847282,NS
NUF2,-0.8894000025997729,-9.731856529397373,7.560328959656259e-06,4.372099626134001e-05,5.195319910347478,NS
PYGO1,-1.2237483723686893,-9.730272746412442,7.569878317757359e-06,4.375819738972049e-05,1.1820949733853248,Down
HNRNPA1L2,-0.8517623066733703,-9.729608515535102,7.57388725685509e-06,4.3763354310083254e-05,6.584348137811304,NS
STC1,-2.015117970540398,-9.728870927133398,7.578341704303062e-06,4.3768986457111436e-05,6.7457385297059105,Down
EIF1AD,-0.8539833161013568,-9.728415026418297,7.58109643641443e-06,4.3768986457111436e-05,6.056921409610418,NS
ND6,1.0678126241829642,9.72292130663807,7.614379211624631e-06,4.3943073781513135e-05,10.949833865406672,Up
CCN1,0.775869189494482,9.72234611556862,7.6178732799292685e-06,4.394517613947693e-05,4.082592758071978,NS
SLC29A3,1.980518237196987,9.721487985654685,7.623089403739079e-06,4.395720670139648e-05,3.355540039929424,Up
DNM3,0.9154340229658513,9.720353343883344,7.62999238681086e-06,4.3978950370776384e-05,1.894455383135018,NS
MT1F,-0.8644455100915168,-9.71960566262161,7.634544955428497e-06,4.398713406613522e-05,0.9618991731059444,NS
MDM1,-0.8654908663215963,-9.718935195080398,7.638629940671212e-06,4.399261812836936e-05,4.672813717724833,NS
JCAD,0.8826220399854443,9.715796246163368,7.657787043139455e-06,4.408486587647441e-05,1.856519787960971,NS
PPP1R12B,-0.8775592463320401,-9.710873185974956,7.687940143015676e-06,4.424031456888652e-05,5.49875121782729,NS
LGALSL,1.3875695856932615,9.709804736377688,7.694501649094922e-06,4.42599334923973e-05,3.8911157621078813,Up
F2R,0.9321209729077716,9.707085198957644,7.711230794830705e-06,4.4337998194192436e-05,1.546140588025774,NS
C1QTNF9,0.7395513167703642,9.705809609910983,7.719091446457352e-06,4.43391508378813e-05,0.5826500058761857,NS
PAF1,-0.7274984595898786,-9.705614434637026,7.720294973137596e-06,4.43391508378813e-05,6.371224286889187,NS
TRNP1,1.1759677173890224,9.705515557988113,7.720904764519606e-06,4.43391508378813e-05,2.8112519159449962,Up
TCTN2,-0.7302219617140119,-9.69204772422451,7.804465286540416e-06,4.480069382187816e-05,3.659044778521253,NS
C22orf39,-0.7415783704315643,-9.691085275624719,7.810475074483159e-06,4.481163176526165e-05,3.8922823823369352,NS
PPM1D,-0.9900519153010933,-9.690615563984053,7.813409945489282e-06,4.481163176526165e-05,8.5923152133235,NS
CEACAM5,4.1127001489711565,9.690209970731766,7.815945174355514e-06,4.481163176526165e-05,4.868531568757057,Up
TMEM125,1.2806654914998261,9.67803546594094,7.892470676009127e-06,4.523191051503843e-05,3.5695099546469495,Up
MRPL48,-0.8721052326301019,-9.677102687979856,7.898368068461727e-06,4.5247240330179974e-05,5.142236476832735,NS
RAD54L,-0.9588073829669039,-9.67450163470179,7.914838812838503e-06,4.5320201396030786e-05,5.087622673818152,NS
CEP57L1,-0.834051419262108,-9.674072550941919,7.9175595772711e-06,4.5320201396030786e-05,3.986711019052299,NS
ZNF189,-0.9433156517410191,-9.670533923807078,7.940037178922733e-06,4.543034312520542e-05,4.012165667697055,NS
OGFOD1,-0.8960202548279413,-9.669017190482872,7.949693252013497e-06,4.545194602303631e-05,6.152047000839637,NS
POLE3,-0.7896221691341311,-9.668923997655252,7.950286976182408e-06,4.545194602303631e-05,7.615585410499491,NS
NMT1,-0.7214853963915615,-9.660557643725294,8.003789454664532e-06,4.571421693891196e-05,6.600200034825757,NS
LRRC49,0.7121364159050827,9.660278219844058,8.00558324225183e-06,4.571421693891196e-05,1.8476434982423313,NS
RASL11B,0.8357194601203813,9.66022425311348,8.005929738108718e-06,4.571421693891196e-05,1.7306966423890529,NS
MKNK2,1.1281629749695121,9.658353927801407,8.017948538776465e-06,4.576423391583754e-05,4.856464933173464,Up
CWF19L2,-0.8140377637434898,-9.65666616941456,8.028811347856355e-06,4.579281202348851e-05,3.667125645555554,NS
AP2S1,0.7919325378981239,9.656193693880704,8.031855237161812e-06,4.579281202348851e-05,6.60148858939348,NS
PCDH8,0.8457816226483389,9.656056467302108,8.032739549451762e-06,4.579281202348851e-05,1.040007907218835,NS
AEBP1,0.8569139245462112,9.651313962706823,8.063367592317551e-06,4.5948759887877734e-05,0.7290931509770546,NS
ENTPD2,1.3917780756637297,9.649907142168157,8.072478032982454e-06,4.5982013817893154e-05,3.168187739027895,Up
KCTD5,0.8767824987730225,9.647847247011164,8.085838344194012e-06,4.603943884461805e-05,6.130653053554959,NS
MUC16,-1.5805090684882133,-9.646154395934104,8.096836411762606e-06,4.608337254055888e-05,0.9593419479247384,Down
ZNF180,-1.230034757037752,-9.64368962584975,8.112879160149066e-06,4.615597094313332e-05,4.413423033035548,Down
CCT6B,0.9557743115822493,9.639968466161049,8.137166407668715e-06,4.627539632647891e-05,2.110821777225258,NS
ZNF746,0.7544020453881479,9.63769204837496,8.152063900297294e-06,4.6341347863997694e-05,4.208836825715546,NS
EPHA2,-1.015561219284146,-9.634943347431276,8.170092501018983e-06,4.642503796309492e-05,4.204967264789767,Down
IL20RB,0.7138403081848061,9.631743594916893,8.191135292486536e-06,4.652043225691759e-05,1.668750107772577,NS
MAP3K1,-1.272977947848529,-9.63138355734272,8.193506799469925e-06,4.652043225691759e-05,7.277221367902848,Down
FTCDNL1,1.0063993529151498,9.630467245040993,8.199545833164744e-06,4.653590260447299e-05,3.3819170474278777,Up
CENPU,-1.1695462195360424,-9.627889107294282,8.216563789434574e-06,4.661364532018216e-05,6.024296722046416,Down
ASTL,1.0384209421338912,9.626723868437491,8.224268241850439e-06,4.663850984807028e-05,0.6813120286266358,Up
LRCH3,-0.7733864062767376,-9.617349327810603,8.2865444051749e-06,4.697269680785659e-05,5.2093681672520225,NS
MKRN2,-0.7107235309432488,-9.616188012110474,8.2942955279775e-06,4.6995292851809175e-05,5.73092679523133,NS
EPG5,0.7841143385528568,9.615749472091304,8.297224626425108e-06,4.6995292851809175e-05,5.323684351160664,NS
TTC22,1.0019847809228688,9.61013862196748,8.334802129458827e-06,4.718896806826614e-05,0.5871515435044009,Up
MYO1E,-0.7031683346308027,-9.609641525151089,8.338140429981361e-06,4.718896806826614e-05,4.738592042550139,NS
ZNF229,-1.0246357048683035,-9.605135561804168,8.368468436547129e-06,4.734152510779945e-05,3.4536837128011837,Down
RIC1,-0.9056718220248788,-9.603553932536595,8.379142823265126e-06,4.738282093494387e-05,5.431963641300918,NS
PRPSAP2,-0.7862021292471505,-9.598249147340686,8.415055211126003e-06,4.756024744129457e-05,5.60214608847113,NS
PDE1A,0.6760760195189159,9.597919384470975,8.417293276235099e-06,4.756024744129457e-05,0.5356852414222896,NS
ARX,1.0221161443508364,9.596785610956683,8.424993116809739e-06,4.75846051299781e-05,1.1367713081726276,Up
MFSD2A,0.8954128324186936,9.59526842014039,8.435309106961396e-06,4.762371337790308e-05,1.9189512348575957,NS
PAQR4,1.2271532840325006,9.589576336255313,8.474137021164735e-06,4.782369691084166e-05,5.700785325626164,Up
WEE1,-1.122500227255177,-9.58532595008928,8.503259919676536e-06,4.796877160794626e-05,5.124315021486264,Down
ENTPD3,1.0026040894170773,9.58440217500665,8.509604148027803e-06,4.798528186444112e-05,0.7474027958205172,Up
CELF1,-0.7729967665354336,-9.583468328531664,8.516022883840552e-06,4.8002198840628335e-05,7.68805902367755,NS
GPD1,0.8746988182368372,9.580468362955742,8.536679346479422e-06,4.8099323717462905e-05,0.7128605833395568,NS
G2E3,-1.024392538562105,-9.578981374966228,8.546938708850547e-06,4.813781243921802e-05,5.603690253182301,Down
SBF2,-0.8820631763349263,-9.576708248017429,8.562648436056581e-06,4.817285405744301e-05,4.940040867014177,NS
RTL8B,-0.7089749788931663,-9.576372345140154,8.564972599023913e-06,4.817285405744301e-05,4.872427837216782,NS
LOC728743,0.9915416384281223,9.576360013074408,8.565057939780486e-06,4.817285405744301e-05,2.3565183085191115,NS
RNF26,-1.0877106879396323,-9.576096190166266,8.566883881592137e-06,4.817285405744301e-05,5.0104060235176915,Down
TRAM1L1,1.2134182102974744,9.568336577331525,8.620782547772713e-06,4.8456528323969844e-05,0.8076116175350473,Up
LRP6,-0.9097631775698288,-9.564736118149005,8.64591925714254e-06,4.8562591864699924e-05,5.249784485456293,NS
ELK4,-0.9588974010156341,-9.56403577890888,8.650818139584771e-06,4.8562591864699924e-05,6.866661299748543,NS
ICA1,0.709594574212339,9.564013504219135,8.650974001879408e-06,4.8562591864699924e-05,6.167318395529041,NS
KANSL1,-0.7417689132923162,-9.56322342745063,8.656504408371926e-06,4.8562591864699924e-05,5.365535436263262,NS
CYP3A5,0.7350099896513905,9.563160481010794,8.65694519174873e-06,4.8562591864699924e-05,1.5361260631871636,NS
ISOC1,-0.868610357988932,-9.562359603869616,8.662555520871804e-06,4.85746573756234e-05,7.830145570159913,NS
UGGT1,-0.7441164329838137,-9.561698586973193,8.667189136421135e-06,4.858123858861843e-05,7.117910383295166,NS
RFX5,1.0999959638133945,9.560522898116782,8.675437312975358e-06,4.860481422411414e-05,6.2858519970199636,Up
SYS1,0.8155410674556614,9.560112516312431,8.678318443120444e-06,4.860481422411414e-05,5.142985091948327,NS
PALM3,0.9492448021926592,9.55892577509173,8.686656066168436e-06,4.8632112370442986e-05,2.3695794721003627,NS
CDK7,0.7913313209908541,9.558100219965173,8.692461366760543e-06,4.864521723821634e-05,5.970247539369919,NS
LOC102723728,0.7928455638335234,9.556684083719558,8.702429661804024e-06,4.8675208754133206e-05,6.454174967003152,NS
PPP5C,-0.7792418407494228,-9.556354155175251,8.704753876620503e-06,4.8675208754133206e-05,5.661221892072617,NS
WDR31,-0.9002495062247367,-9.55095330209173,8.742898834607792e-06,4.886904559583121e-05,2.7999599883889457,NS
SULT2B1,-1.2061147187989971,-9.546362977884659,8.775465081629345e-06,4.9031557982951705e-05,3.938623784095805,Down
CHRD,1.0238468789748174,9.544808935468337,8.786520784829078e-06,4.9059984320431186e-05,0.9913950539668094,Up
FGD3,1.2111816794317007,9.544265292841091,8.790391993096737e-06,4.9059984320431186e-05,1.488266343497904,Up
ZC3H12C,-1.1548718440862205,-9.543650223301418,8.794774105421483e-06,4.9059984320431186e-05,2.474778321341038,Down
NOL11,-0.9648048355620237,-9.543195885104918,8.798012631178251e-06,4.9059984320431186e-05,8.014653246971404,NS
RAB23,-1.0616636387783829,-9.542678735429048,8.801700488190442e-06,4.9059984320431186e-05,4.2568432509953675,Down
MRPL46,-0.6781561641528177,-9.542607230074346,8.80221053652486e-06,4.9059984320431186e-05,5.025311958261831,NS
CCDC13,0.7747679944493203,9.542214695452836,8.805011073818574e-06,4.9059984320431186e-05,0.6290297610880413,NS
MIOX,0.9427849897788199,9.537319195044809,8.840021201376575e-06,4.9235516734838755e-05,1.3114341659985524,NS
TSPO,1.4930181805779825,9.535480304148365,8.853211903071456e-06,4.928943232792479e-05,0.9509088765706993,Up
PGK1,-1.1380886169353048,-9.534238108797735,8.86213475880764e-06,4.9319553764731695e-05,9.566359344827172,Down
CLSTN3,1.5464885671591053,9.532381334699869,8.875490829625767e-06,4.937431328794588e-05,3.3274397310292714,Up
TUSC2,0.7686885898421097,9.526672831129169,8.916693108772129e-06,4.9560697205045406e-05,4.76892047590609,NS
TBC1D5,-0.6756818690107044,-9.52655324357251,8.917558523001572e-06,4.9560697205045406e-05,6.650299822414552,NS
TPD52L1,-0.7088045591286678,-9.526273374225136,8.91958420605012e-06,4.9560697205045406e-05,8.082979459434094,NS
C12orf4,-1.1548962851668383,-9.52365757463278,8.938541967745889e-06,4.962601399677187e-05,3.7928902803902065,Down
MAPKAP1,-0.7278175149911136,-9.523472815345656,8.939882683002298e-06,4.962601399677187e-05,6.909048100801878,NS
GPR153,0.9255392222446625,9.523189011511867,8.941942554791883e-06,4.962601399677187e-05,3.435822740800386,NS
HERC3,-0.87685967903246,-9.52245671911602,8.947260027057994e-06,4.963590598179426e-05,4.689343820291701,NS
ALG1,0.7366215810154552,9.520661696632978,8.9603092628544e-06,4.968866601885413e-05,4.621705668545947,NS
ANKRD13B,1.1074468032356297,9.51617783289483,8.992997874617043e-06,4.984028850103318e-05,2.3260170589719498,Up
ENY2,0.7263586607905528,9.515937945016566,8.99475044951343e-06,4.984028850103318e-05,6.5977682049188315,NS
NEK10,0.7217357189595994,9.513810993637595,9.010306137682292e-06,4.990678835471285e-05,0.7938340359402636,NS
BTN2A2,1.0491702207676306,9.507016007569677,9.060202377367253e-06,5.016336813115678e-05,2.6748548857161816,Up
GABARAP,0.813262579769791,9.504815781353166,9.07642450667124e-06,5.023337662521517e-05,7.308283441187446,NS
PRPF3,-0.920443184761854,-9.503280232297804,9.08776510921782e-06,5.027632383708724e-05,7.9390726320915554,NS
FAM53A,1.0523919460925555,9.501528172619615,9.100723932934438e-06,5.0324080141881935e-05,1.492607674078769,Up
PALM2AKAP2,0.9937658821909977,9.501144353368133,9.103565526698962e-06,5.0324080141881935e-05,2.153528767343958,NS
UGDH,-0.806718712835728,-9.497602968201356,9.129830561376892e-06,5.044941004025696e-05,9.453194987819323,NS
ARSA,1.320368021282894,9.49618607564213,9.140362628588152e-06,5.048773865775226e-05,1.954664251352158,Up
ZMYM3,-0.7127013271525104,-9.495267036581485,9.14720125186378e-06,5.0505644033589986e-05,5.412332666525386,NS
SLC50A1,0.892921464317813,9.494379412848724,9.153811502019765e-06,5.052227488202026e-05,6.641187557860978,NS
ALDH3B1,-1.1371957076326513,-9.493772920879062,9.158331175384125e-06,5.052735875582259e-05,1.7617498134955574,Down
USP35,0.9171614294653684,9.493085027076233,9.16346046535759e-06,5.053580062611388e-05,3.683037471633643,NS
LAS1L,-0.7180033074133979,-9.485186765596005,9.222582948793517e-06,5.0841887390659506e-05,5.793330529359032,NS
LTF,0.886533192362747,9.47975320023568,9.263501666529306e-06,5.104742029032103e-05,0.44326659618137354,NS
SCRN1,-0.8209650705633182,-9.479255018836934,9.267263406765818e-06,5.1048115140996025e-05,7.847947533902489,NS
C18orf32,1.0111291237954259,9.476453165035569,9.28845165020454e-06,5.1144764557067434e-05,4.958154789014848,Up
SPA17,-0.7268054529926801,-9.474673667308391,9.30193651798714e-06,5.119893792593393e-05,2.6558453617945856,NS
KLF4,0.7253590868876221,9.466198504211008,9.366459326314603e-06,5.152790525137434e-05,6.134338688433462,NS
POGLUT3,-1.0663565798430596,-9.465860398015046,9.36904366546248e-06,5.152790525137434e-05,5.119192276093718,Down
FAM83H,0.9300802026656022,9.462413928545143,9.395432190078863e-06,5.165280476934116e-05,6.9035585135049375,NS
PRSS53,-1.1120299338303117,-9.45940711068706,9.418521813406829e-06,5.175947740980246e-05,1.841022456196726,Down
PHF5A,-0.7308014263295947,-9.45469772289224,9.45481226149261e-06,5.193858331909927e-05,5.53509861272364,NS
