gene,log2FC,t,P,FDR,AveExpr,sig
FILIP1,-4.114410096248775,-25.66990551141231,1.7028969504899597e-25,2.7955891603876835e-23,1.885812028139206,Down
HOXA7,-2.3959308390182947,-25.632440019905737,1.794146115960198e-25,2.9107382281283686e-23,0.963252537442013,Down
AVEN,-3.621962275845696,-25.616971205313007,1.833269233879041e-25,2.9396258994409274e-23,4.05210966892711,Down
ULK1,2.8834471225626648,25.499396823790093,2.16072274712493e-25,3.4025032977512694e-23,7.013288714992948,Up
NKX3-2,-5.542187807892302,-25.495915299182993,2.1712856432350376e-25,3.4025032977512694e-23,2.724072849633069,Down
KLHL38,-3.9085677660156466,-25.482319928876873,2.213043295466678e-25,3.428973825223089e-23,1.8019571623533839,Down
IQANK1,2.856961200823683,25.457485877370782,2.291458081433597e-25,3.511022993663255e-23,6.8766290716723475,Up
C2CD2,3.40852400647201,25.408496571296535,2.45460294812834e-25,3.719667544471407e-23,4.742122182876396,Up
TBX18,-5.120166599459088,-25.117236053800145,3.7036833639552763e-25,5.551499303146007e-23,2.270612284577459,Down
DNAH8,-2.4148225717361407,-25.106666291826556,3.7596874436273045e-25,5.574848370711885e-23,0.949350418538561,Down
CNTN5,-3.0136622396685864,-25.020836585357085,4.247854361418117e-25,6.231692728080407e-23,1.1236882933097403,Down
EIF1B,-2.5013754786442175,-24.968009872484227,4.580170926349969e-25,6.648479692038534e-23,4.85153245794896,Down
ADGRA3,-2.2450373690084833,-24.94100496169735,4.760228511499436e-25,6.837869913914294e-23,6.67040391220556,Down
LSP1,-2.662499977456983,-24.855422502393484,5.380285161089555e-25,7.6488796259201e-23,1.1287250646238707,Down
CASP8,3.184917958950195,24.75974860404883,6.172285502310788e-25,8.685287456823037e-23,3.793893896198875,Up
FOXF2,-3.354166549062538,-24.696193324572846,6.763599783043762e-25,9.421216263451866e-23,1.3254396802315715,Down
HYAL4,-2.866007175016715,-24.541099536448687,8.4628624005929e-25,1.158477436877674e-22,1.1861525703612101,Down
EPHB1,-3.6913900491190867,-24.539308268847208,8.484860125064908e-25,1.158477436877674e-22,2.0513437950596973,Down
VAV2,2.579383690367469,24.45149167359153,9.638404770327852e-25,1.3030745272825596e-22,6.603424790128047,Up
RAD23B,1.5686668972471338,24.43582509693121,9.860524424844359e-25,1.3201614739670264e-22,7.955610212862544,Up
RNASEL,2.738966719699586,24.38793038064483,1.0572669570259193e-24,1.401895320902637e-22,3.0116064481211313,Up
CST4,-3.0443331926426285,-24.16454114276532,1.466004191752857e-24,1.9253521718354189e-22,1.3164535009918148,Down
DHTKD1,3.1846668660491035,24.13459008656437,1.5319876943875753e-24,1.9930292741136475e-22,6.194906709010496,Up
IL4R,5.035779484325423,24.095665643686477,1.622314408546429e-24,2.0908145508275942e-22,3.6070258718930193,Up
PLPP7,-2.4091648316621463,-24.032232131156135,1.781379617598511e-24,2.2745578635818025e-22,0.9973999807856625,Down
ADAMTS5,-3.972843954421482,-23.966015348120337,1.964541137498431e-24,2.4854148886333357e-22,1.7230825292718137,Down
TP53I11,5.190102442302999,23.881741826739887,2.2259024309902135e-24,2.790472229395913e-22,6.020092911887508,Up
ZNF214,-1.455506250075238,-23.82387258359995,2.4257879033793585e-24,3.013659025910032e-22,0.5113940878642728,Down
TSGA10IP,-2.2833800515266818,-23.573082586949134,3.528822568440191e-24,4.325141133392592e-22,0.8443403380457009,Down
ZNF7,1.7315096887948564,23.570192542647575,3.544169311626997e-24,4.325141133392592e-22,5.371803634808524,Up
NQO2,-1.804791405721998,-23.38352181115849,4.6954345601254664e-24,5.642258622975124e-22,6.2810689875755745,Down
KCNV1,-2.2769305438297405,-23.37507083720866,4.755831441569106e-24,5.642258622975124e-22,1.045140155285214,Down
C2,-3.4345606055005957,-23.373026193495647,4.770563206301012e-24,5.642258622975124e-22,1.816691224808541,Down
ATP1B3,-2.1215796127523787,-23.37073554773157,4.787122979609061e-24,5.642258622975124e-22,6.885162557144335,Down
LMF1,5.2629255222866655,23.331118909323823,5.083030535715381e-24,5.940253481992806e-22,3.4563360660705116,Up
OR3A2,-2.347096742855805,-23.318629573228787,5.180152343000054e-24,5.998083956628182e-22,0.8246556123547423,Down
PLTP,-5.702293880412507,-23.313636897983745,5.219507431438591e-24,5.998083956628182e-22,2.809175576586187,Down
FBLN1,3.507949577911972,23.293947394331905,5.377721912167858e-24,6.128825220561551e-22,4.868753388322804,Up
UBE2G2,-2.7924885789233946,-23.286378856147305,5.439838827152994e-24,6.148801428396704e-22,8.245025212012996,Down
PCDH11X,-2.4511180941236477,-23.19964969302603,6.206433496806639e-24,6.941666845811307e-22,0.9229354126748557,Down
NEFM,-2.5646172565857714,-23.195900860972156,6.241962936044975e-24,6.941666845811307e-22,1.0131428685124,Down
KIAA1217,2.6355691290404852,23.168897005215232,6.5041268302068874e-24,7.175352719084238e-22,6.42112032526795,Up
ZNF251,1.552013585123973,23.15190400617317,6.674860328626394e-24,7.305263804107776e-22,5.33468836637568,Up
NKAPD1,-1.979468488642694,-23.121656036554818,6.990221891469885e-24,7.590170069556671e-22,5.551883570416631,Down
ALKAL2,-4.0013835781861635,-23.06262131034458,7.650431680215682e-24,8.2421447554823635e-22,1.9753057437359138,Down
HOXB9,-4.7963094032469975,-23.051079794281772,7.786798267101036e-24,8.324026984753743e-22,2.2993240314377585,Down
FMO3,-2.814783461549668,-23.03525912927006,7.97778247152758e-24,8.462586175566564e-22,1.2468329147579256,Down
TPBG,2.85000292834442,22.929825845930193,9.379361021592392e-24,9.873388434180083e-22,5.939916507582015,Up
TSPEAR,-3.3721802948565602,-22.86247940434763,1.0404460527144318e-23,1.0869508384039405e-21,1.4342464975785751,Down
CD207,-3.16075057418262,-22.70421147832631,1.3290348307704252e-23,1.3779992719040724e-21,1.7085774797055144,Down
MSI2,1.9401882546879616,22.678273421541427,1.383635193834658e-23,1.4239051733567114e-21,6.577073501342253,Up
KDM3A,3.09372930178139,22.66358310631437,1.4155729543248774e-23,1.4459815585288932e-21,5.889406743668407,Up
TTYH1,-5.379753742337579,-22.56525020763823,1.649738637488628e-23,1.672786456688837e-21,4.26476533743292,Down
SLC6A2,-3.2095496488019575,-22.548587022137035,1.69319111043669e-23,1.697755212321367e-21,1.21012971617968,Down
C6orf15,-3.983509180495755,-22.542199547992382,1.710157042388967e-23,1.697755212321367e-21,1.793011182142734,Down
DPP10,-2.1050777519971406,-22.541772376986355,1.7112978572347354e-23,1.697755212321367e-21,0.7783439323117601,Down
ERCC2,-2.1767315176738684,-22.506718104747662,1.8076231885250295e-23,1.7805088406971543e-21,5.55139754843897,Down
RFFL,2.4664001980164274,22.494482193056943,1.842539505156334e-23,1.8020297713550246e-21,3.9626842541489133,Up
NACC2,3.2045978577331184,22.4239309200051,2.0577928261792682e-23,1.9983776811980357e-21,5.281494843140671,Up
KLRD1,-2.211822763762033,-22.368690467776133,2.2442132521811888e-23,2.1641748774530484e-21,0.8602361640865599,Down
ZNF623,2.5885514145474806,22.353214917414455,2.2994799425569366e-23,2.2020714172125108e-21,5.841446237488518,Up
WIF1,-5.566159714440012,-22.19476789792068,2.9523618970154256e-23,2.8077979696443256e-21,2.4394751110402897,Down
SMOC2,4.413330995417461,22.175131129019388,3.045563986769278e-23,2.8765977655855027e-21,3.3679145118223475,Up
SOX15,-4.337002636712277,-22.169053260235646,3.0750181727228806e-23,2.884659904887655e-21,3.0342597961361846,Down
FOXG1,-4.728335061605651,-22.1372634647117,3.2339009175238157e-23,3.0132090305846906e-21,2.158187424634816,Down
MX2,-5.344228988419196,-22.065537492436533,3.6240229258906537e-23,3.354045379062558e-21,3.4532339282202473,Down
HSPB6,-2.691270866066327,-22.045883862446402,3.7391145222293336e-23,3.437492617436167e-21,1.4209750117760158,Down
PTPN3,1.9752479096895132,22.028239002996727,3.8456317541245096e-23,3.512004098634237e-21,5.50617682634738,Up
PASK,2.215911749652568,21.997161187157324,4.0408623240337287e-23,3.666019174238494e-21,5.559576749854941,Up
HAGH,2.474520567272638,21.905532261017893,4.6777288214728706e-23,4.216070617523587e-21,4.601030975657684,Up
SRPX2,-3.2225231036329243,-21.72521635696288,6.248634174212825e-23,5.5786253385824856e-21,2.08294825883612,Down
FOXA3,-2.6706936856669805,-21.723059558326565,6.270391062221068e-23,5.5786253385824856e-21,1.2585837758016012,Down
IRF5,3.2704984048098016,21.70764088281347,6.428205941299356e-23,5.682369226315264e-21,2.7210500948608862,Up
ADGRB1,4.415237491855027,21.602288903034065,7.621253380750541e-23,6.694081791117832e-21,2.982131092964525,Up
CR2,-2.299225805621815,-21.56760905316298,8.061806012620297e-23,7.036221830002145e-21,0.9237184435084684,Down
DEUP1,-1.5791979937745806,-21.525898369156252,8.626421361058838e-23,7.481657268490652e-21,0.5921356388512121,Down
INA,-4.807487546900794,-21.47570709809642,9.359890195279575e-23,8.067055362056584e-21,2.2350537270241366,Down
GJD2,-2.5266021566684183,-21.465072740224926,9.523328154894884e-23,8.156937593540401e-21,0.9335309433213805,Down
OLFM3,-2.0230573235957943,-21.395825054974885,1.06615767084129e-22,9.075502642531722e-21,0.7655980467454437,Down
PLAG1,-4.914137259902807,-21.38829994509676,1.079339161177144e-22,9.131341737811544e-21,2.7759535477307886,Down
HOXB2,-3.4356339115722068,-21.337988706952768,1.171865400542503e-22,9.853673093586046e-21,1.7932656422388382,Down
WWP2,-2.400841066724257,-21.281774768742117,1.284911422765894e-22,1.0738744557540411e-20,7.270331281728802,Down
WSCD2,-3.2060706823012346,-21.258044125247988,1.3359315241957197e-22,1.109788898714396e-20,1.3038435337020542,Down
TOX,-4.2320238246877055,-21.184195164638723,1.5083895904096482e-22,1.2455504462125177e-20,1.919141820732252,Down
BCO2,-2.8023131527985217,-21.125176023499655,1.662518409924632e-22,1.3646505281464688e-20,2.031496072987001,Down
NCS1,3.5395881942668033,21.03409385489514,1.9327284400177287e-22,1.5770606620026317e-20,4.946619934672733,Up
TNNC1,-2.9050189835810554,-20.907959263855663,2.3831035570797994e-22,1.933117532478261e-20,1.2446266748343267,Down
EDAR,-3.13085764876509,-20.848857186215348,2.6298374084336286e-22,2.1164363361416076e-20,1.2417139283724579,Down
FES,-4.0253920369333125,-20.846593919523603,2.6397900639329697e-22,2.1164363361416076e-20,2.4721462984557294,Down
NEURL1B,2.6018624811004334,20.841113314400413,2.6640510224471557e-22,2.1235412485286866e-20,5.64617260200105,Up
IGSF9,2.3557727769756136,20.793514618118618,2.8846041301496134e-22,2.2861316640668488e-20,6.422353756493617,Up
STAT1,3.9916763282198136,20.749924529615054,3.1029825240747236e-22,2.445150228970882e-20,5.818525787259033,Up
TNNT3,-3.284359581303704,-20.73740931704578,3.1687586185593704e-22,2.4827943948825978e-20,1.236273160002605,Down
PNLDC1,-3.5719653028366865,-20.68268383486601,3.4735885344604597e-22,2.7062590898423582e-20,1.9264398445669244,Down
SH3D19,2.514827019476084,20.6671446131826,3.5655051273719894e-22,2.7512957995903505e-20,4.255946095301686,Up
LRRCC1,3.452028793437638,20.66617912549951,3.571297665893203e-22,2.7512957995903505e-20,4.333084494775749,Up
SHC3,-3.219187242298211,-20.631645099908482,3.7849533302112757e-22,2.8996948013118604e-20,3.4358938086652455,Down
SHOX2,-5.109141323359254,-20.615358391431833,3.8902166213418877e-22,2.9638722214532944e-20,3.1067533078103824,Down
DAAM2,-3.158272628653496,-20.497882299896055,4.743941755057109e-22,3.5944481759471175e-20,1.8621528523180153,Down
ATIC,2.0473556124727907,20.43566093307964,5.271633407888815e-22,3.972449436873593e-20,6.457493090351769,Up
SLC2A12,-3.0228593880509367,-20.4269875110398,5.349825950716982e-22,4.009461948934086e-20,1.421987239244602,Down
KATNBL1,-1.7503063630213809,-20.37779189188189,5.816370922011522e-22,4.3355543251102106e-20,5.13151109029519,Down
KDM4E,-1.895946333205141,-20.3146895324091,6.476451415688301e-22,4.8016271517387994e-20,0.6861017645427544,Down
EVC2,-2.129627544916536,-20.093758577666474,9.456921979253878e-22,6.973847812508608e-20,0.8609269442462311,Down
CD180,-2.7666017513960637,-20.062432057266896,9.981238056017866e-22,7.32134429747268e-20,1.245954162123782,Down
DYNLL2,1.9340556872738848,20.058157562104288,1.0055054377990569e-21,7.336465601719045e-20,6.99249720796721,Up
RNF139,-1.6178253678343275,-20.048805211496695,1.0218516341463331e-21,7.416491597304176e-20,6.634799875721441,Down
ADAMTS18,-4.875555595976948,-20.026774769991444,1.061441088048035e-21,7.64566978466977e-20,2.6057065920066993,Down
KCNF1,3.651024900526874,20.025098623335406,1.0645167502948483e-21,7.64566978466977e-20,2.446586330742292,Up
NQO1,4.545636287499725,19.957972429503783,1.1954984152672776e-21,8.541929091469306e-20,6.09480797138756,Up
GBGT1,-4.652332167810528,-19.948919763054928,1.2143846960831401e-21,8.632146886075517e-20,2.256815787838488,Down
XAGE2,-3.5033104865730635,-19.879189349388078,1.3704944946364881e-21,9.691855938993422e-20,1.4035808780787742,Down
PDLIM2,-3.425054272018048,-19.8552029081079,1.4288257909623128e-21,1.0052810029270559e-19,4.429778551928019,Down
NOP14,-1.7855579949364306,-19.818196036084135,1.5238531087814155e-21,1.0666971761469908e-19,6.629202724777774,Down
ITGB1,2.3777402237655867,19.807750770938775,1.5518287401244107e-21,1.0807938548644254e-19,7.991087711001658,Up
COL25A1,-3.338350274570771,-19.78323331357214,1.6195789027269572e-21,1.1223112094776252e-19,2.149844862531839,Down
CPNE8,-3.082343003508445,-19.75140649590614,1.712070555464004e-21,1.1761189160093924e-19,1.5584394462445248,Down
NME3,5.044693719321531,19.75066625138261,1.7142850044806952e-21,1.1761189160093924e-19,4.535592870304549,Up
SEMA4C,2.2344787682262965,19.744781194084087,1.731994895220185e-21,1.1823866141131856e-19,7.028937228016429,Up
KALRN,2.5209366020039417,19.654328535924783,2.0290384785687206e-21,1.3759920590909717e-19,2.988295428533271,Up
KBTBD12,-1.5119033782698352,-19.652501091878,2.0355502542027425e-21,1.3759920590909717e-19,0.6382573117050525,Down
ACTA2,-2.6194110579863494,-19.57627715968346,2.3271245573546098e-21,1.5654169583375643e-19,1.4623877774969165,Down
DCAF13,-1.8698260979164314,-19.553938849239767,2.4204326931926178e-21,1.6202799436469029e-19,7.202957676609921,Down
SDHD,-2.3423384752680887,-19.528723633080837,2.5303732498613896e-21,1.6856930973714282e-19,5.436317099846908,Down
DDX60L,3.59870306476543,19.514334893024433,2.5953879810355915e-21,1.7206923201192696e-19,2.864435384210874,Up
PECR,2.064196732559414,19.472477609119593,2.794417196617895e-21,1.843780533079463e-19,2.9568218284268326,Up
NPR3,-5.272205978467326,-19.443708657952488,2.940216397846639e-21,1.9307421012526263e-19,3.474357805844342,Down
PARP10,6.110010862680635,19.371216652473862,3.3431534515900327e-21,2.1849329903993627e-19,4.79271990973113,Up
GLYATL1,-2.3938421701140986,-19.3679078565422,3.3628405067461452e-21,2.1874325749070443e-19,1.1865353297530017,Down
EIF3K,-1.9555097822925842,-19.25520412452403,4.109387297097763e-21,2.6604906491539035e-19,7.213027560768037,Down
SHROOM4,-1.884240531846768,-19.23516586700482,4.2589415637035535e-21,2.7444301010968223e-19,0.8527176973072901,Down
PRRG4,2.0075287410401814,19.205013216670753,4.494562311737281e-21,2.8827913618073074e-19,5.029308272497732,Up
FAM83H,2.9005315570607157,19.201617593239813,4.521919853825238e-21,2.8869108696412053e-19,8.160367920077475,Up
ARMC9,2.3683409092459446,19.097238936501295,5.451566782878344e-21,3.4643827620226895e-19,3.996256450033224,Up
ABL1,1.2483498875010286,19.068814785688843,5.737147278274282e-21,3.6291404113487314e-19,6.7005711625931,Up
CAND2,-2.921127606362618,-19.053188504876907,5.900626283237714e-21,3.7155085135090447e-19,1.9326189963684655,Down
UPK2,-3.1872196373892403,-19.044410811740303,5.994541102080202e-21,3.7574873544402725e-19,1.7911329702995942,Down
MEOX2,-5.175837730226615,-19.01746329691572,6.292534780723091e-21,3.9264278111389785e-19,2.3688829203059734,Down
HOXA3,-2.9123146784493454,-18.930611663603603,7.360362963252702e-21,4.572045282128592e-19,1.4880324570524386,Down
MOCS1,-1.9388543289045195,-18.912414583120537,7.60666344897778e-21,4.703851522932896e-19,3.430849879713893,Down
SYPL2,-1.7872056684465683,-18.879886632518375,8.068167667062323e-21,4.966965720035242e-19,0.7730513130749158,Down
FXYD6,-5.212142110894743,-18.845779202963673,8.582944732594222e-21,5.2603914605544145e-19,2.772373939062646,Down
SCN5A,-1.619947261738366,-18.825974835357336,8.897161002727105e-21,5.428842930425079e-19,0.872903889814766,Down
MTMR10,3.9649579483189057,18.81163359520104,9.132031764431557e-21,5.547608723855118e-19,2.683516344048745,Up
TCF4,-4.3937759181481635,-18.75251891316725,1.0169181401128567e-20,6.150570680770304e-19,2.2500883660619606,Down
ZNF16,1.7510502752987938,18.718337703851542,1.0823160937504032e-20,6.517527918261163e-19,3.777641168215642,Up
MRPL2,-2.34737723214599,-18.664226416124833,1.1947772175550188e-20,7.163468621775525e-19,5.6695858833776445,Down
DOK7,4.4412799223146475,18.638787374440778,1.2517152827501263e-20,7.447280353112675e-19,3.9193019124459876,Up
PFKFB2,-3.5509213601815905,-18.638264425785472,1.25291446114731e-20,7.447280353112675e-19,5.9047804700178865,Down
C1QTNF6,3.577522909631884,18.578267244437587,1.3986082385654496e-20,8.25322524819074e-19,3.8748794225958534,Up
GRK4,-2.4252148117076646,-18.577540814153828,1.4004747701788492e-20,8.25322524819074e-19,3.6646072588405247,Down
CHCHD7,-2.230169202633741,-18.57234498671585,1.4138997912225795e-20,8.296884306791221e-19,5.160085416897758,Down
MR1,2.556922033442138,18.567304769910972,1.4270486435845207e-20,8.338559658911246e-19,2.6025918984732326,Up
ARHGEF16,5.377368475850425,18.558899919554715,1.4492541879763607e-20,8.432580275187347e-19,4.4902857816007815,Up
DNAJC10,2.000721433648178,18.417086825513252,1.8821794410115248e-20,1.0878636292751162e-18,6.780821997335196,Up
ELMOD1,-1.7230078143634493,-18.41615643749148,1.885419923109157e-20,1.0878636292751162e-18,0.6504267892137893,Down
SP140L,4.056351170732307,18.347570697999807,2.140738933791619e-20,1.2268185763967357e-18,4.153357567831015,Up
