gene,log2FC,t,P,FDR,AveExpr,sig
PLAGL1,-5.219257779730358,-15.795202746741086,3.2272192310251437e-18,1.0988482270576971e-16,3.932647788666016,Down
SCGB3A2,-4.196880417763565,-15.78325103641348,3.308590463337265e-18,1.1237798642714503e-16,2.0615305728768054,Down
CHMP4C,1.8304016676163668,15.767363850441187,3.4200151319431215e-18,1.157140335276145e-16,4.446571783223727,Up
RAC1,1.5625908049023356,15.766862743294432,3.4235914198162952e-18,1.157140335276145e-16,8.277416681581176,Up
PARP12,2.0199297270607697,15.75682098482925,3.496068982798379e-18,1.1787479528799424e-16,4.849759912458343,Up
SUMO3,-2.45166988725504,-15.738625209499169,3.6314224506924644e-18,1.2213979413426607e-16,7.975650886904252,Down
ZFAND1,2.1288077277135766,15.712980282105926,3.831344791273481e-18,1.2855047365367715e-16,5.28240471825203,Up
IRX6,-3.4490912386714627,-15.688316442110878,4.034241728770987e-18,1.3502959572755317e-16,2.2591974349724993,Down
FABP3,-3.3487211500841134,-15.66922484360864,4.198820977908154e-18,1.4019792078778073e-16,2.7962500089857176,Down
POTEC,-2.0216645069830044,-15.652634617777933,4.347407264099513e-18,1.4480856563268668e-16,0.8443121658288252,Down
ARGLU1,-1.6298445923441256,-15.647398343163054,4.39541260289066e-18,1.4605479468400532e-16,7.557486003730474,Down
CTNNB1,-2.148406029897245,-15.616308105890278,4.691824200451909e-18,1.555294608755573e-16,8.814697047749657,Down
ABCG2,-2.969897742402598,-15.606637210559628,4.7881340471590674e-18,1.583414112957399e-16,1.1887271765903575,Down
RHBDL1,2.701233870155018,15.600479453186745,4.850508643633452e-18,1.6002036888924713e-16,3.026086960622416,Up
SORBS2,-2.848231197786395,-15.578362965709681,5.081470348763711e-18,1.67239799783894e-16,4.532961116542776,Down
DIP2C,2.42684348332043,15.565138565983691,5.224915021290645e-18,1.7155137653237616e-16,5.000751526278696,Up
CD9,1.618540211021663,15.559442620078539,5.28796826647486e-18,1.7320922184011477e-16,8.009698545864982,Up
TEX15,-3.1675379617686694,-15.545606945083158,5.444387736874096e-18,1.7791020590401372e-16,1.5785187394375884,Down
HOXA5,-2.5495543132462313,-15.524383039702894,5.69358682191366e-18,1.856136223976108e-16,1.4326513652458417,Down
GTF3C1,1.4472807575999591,15.516314699264756,5.79135371101673e-18,1.8835558413896394e-16,7.185685342638587,Up
EBAG9,-1.1609329706670481,-15.489677906381338,6.126482769800162e-18,1.9878634681304527e-16,5.712895889376272,Down
WFDC1,-1.329879737630291,-15.487152228332803,6.159271668278572e-18,1.9938111808817256e-16,0.6116135194552118,Down
NSMCE2,-1.4717880152094014,-15.46880081417118,6.402966069835791e-18,2.0678431405863127e-16,5.595320905478032,Down
WASHC5,-1.3770243187326512,-15.427313330320837,6.990895377849557e-18,2.252440356554799e-16,6.869246953639472,Down
C5,2.813318403559495,15.424036469483562,7.039622829237195e-18,2.2628531192349866e-16,2.6705854916128304,Up
EIF3H,-1.9783746919583722,-15.38817486074844,7.596147293986916e-18,2.436066771722781e-16,9.106095335585412,Down
ZNF212,1.5286271049858888,15.379999780249147,7.729191171313355e-18,2.4729825116568715e-16,4.411267020272821,Up
POLR1C,-2.21090835735077,-15.363662161592316,8.002259422979864e-18,2.554424940807693e-16,5.375960431387104,Down
DIP2A,-1.7585563386344423,-15.320709835298723,8.768210061704639e-18,2.792462280621408e-16,6.958318635699024,Down
BAG6,-1.7177032013727176,-15.30473897043577,9.071782657059631e-18,2.882485779743141e-16,8.58410882563719,Down
PARD3B,1.910062519957496,15.290503980394966,9.351412289602444e-18,2.9645051833015567e-16,3.2965830596908767,Up
SLC25A12,-1.6452204561610781,-15.283904420269028,9.484027701852991e-18,2.999650046067724e-16,4.7384310770592135,Down
ABI1,0.9244070667020826,15.268236233002861,9.806629383389328e-18,3.094586251646198e-16,5.922532760547924,NS
MTMR8,-1.3703298665694477,-15.226505714231841,1.0721704004600662e-17,3.3756232471105734e-16,0.6177935555761521,Down
EGFLAM,-1.3037118920397,-15.20064073391035,1.1332261449711854e-17,3.5597240408092587e-16,0.5319917607428191,Down
CASP4,2.7006409798648057,15.178215923043235,1.1890341425230785e-17,3.726541096680285e-16,2.6038245795891983,Up
SOWAHB,2.009813311768222,15.1749026332142,1.1975149234278458e-17,3.7446101573854863e-16,2.0560069311218645,Up
ELN,-8.103203658552099,-15.170800603575474,1.2081003198261506e-17,3.7691636675119043e-16,4.637007930617891,Down
CLEC4F,-3.7199005607062645,-15.166737354807319,1.2186799620643198e-17,3.793588414642657e-16,2.3645394949416305,Down
PTTG1IP,-2.1797826594516354,-15.146114199675212,1.2738562184230058e-17,3.9564137955074885e-16,8.863701133822605,Down
IPO7,-1.8248762272672188,-15.111960298542405,1.3709138551130338e-17,4.2482925982042107e-16,8.221659653774767,Down
KLF11,2.1774680687472405,15.092370395991583,1.429963600007247e-17,4.421344852937205e-16,4.036609896306489,Up
IBSP,-3.6277472456095854,-15.086805229872756,1.447208342838678e-17,4.464653925670105e-16,1.9299247854917458,Down
MMP17,5.65693599731624,15.07209342548817,1.4938269213422504e-17,4.598185992256614e-16,3.8111954027868324,Up
SPP1,-2.4978327855980655,-15.06709488094009,1.510013341359088e-17,4.636302407480421e-16,1.0077813955898047,Down
DPF3,-2.84824591346181,-15.066198763762424,1.5129340706063738e-17,4.636302407480421e-16,1.5472159094985836,Down
MMACHC,-2.032029744745637,-15.06419300486156,1.519492421030451e-17,4.646075495789339e-16,4.188583736862255,Down
SVIL,2.4092869067089295,15.060662101157481,1.5311083284265398e-17,4.667542924214657e-16,5.496897697205747,Up
PTPA,1.8522214204455154,15.060004175734429,1.5332827735092383e-17,4.667542924214657e-16,7.692567384600634,Up
HIP1,2.9064081567046407,15.050167515974715,1.5661720041324377e-17,4.75716121960051e-16,4.805035832308228,Up
RPL6,-1.7857420814905123,-15.047149551243596,1.576406579938754e-17,4.777724557660531e-16,10.273978836194686,Down
DYNC2H1,-2.162182316976875,-14.987789275000855,1.7922184213073183e-17,5.419888603032438e-16,3.972811860468098,Down
LSS,-2.212201174396437,-14.959367440273004,1.9060199236355785e-17,5.7514255463751925e-16,7.496443025834394,Down
FAM89A,-2.579761265238098,-14.958104703435357,1.9112440411083774e-17,5.754597232944219e-16,2.8182143260471135,Down
APOE,-5.992243776713061,-14.946244861516611,1.9610299374517323e-17,5.891634605110978e-16,4.185071529508723,Down
MOB4,1.7118344970524273,14.94280695326411,1.9757081758629672e-17,5.922829509815286e-16,4.507044912842154,Up
MRPS35,1.349230888384713,14.941298590270216,1.9821835703458824e-17,5.929351721273257e-16,5.880967671266353,Up
SHISA4,3.039930940859165,14.913925565860149,2.1035400006777965e-17,6.278748183841302e-16,2.438396149113668,Up
TDRD6,-2.0020801645653177,-14.906627731269063,2.137158913755924e-17,6.36531780144583e-16,0.9522407129306261,Down
CBX2,1.9989718870701914,14.902312090359725,2.1572976921018153e-17,6.4114515461388e-16,7.071506831936918,Up
UBE2Z,1.476886626155198,14.889007947318285,2.2206103265442608e-17,6.585422882375346e-16,6.959501187223246,Up
RAB28,-1.3509162108983463,-14.878774152657641,2.270601778396416e-17,6.719227151091541e-16,4.452147843270653,Down
ARNT2,4.613834883504577,14.858207134789625,2.37457876165976e-17,7.011871760875394e-16,4.189726948043043,Up
ZC3H3,2.405309095028886,14.850837265222028,2.413011004647042e-17,7.110132853436477e-16,5.566525451995202,Up
PPM1M,-1.9200400781141191,-14.84942612458634,2.420442012894325e-17,7.116822037913164e-16,3.9669366171365583,Down
ZNF556,-2.910058968154421,-14.821210946743491,2.5740332227774294e-17,7.552323008957607e-16,1.4777102241451083,Down
ATMIN,1.4410088806725876,14.808923552064867,2.644000619697577e-17,7.741139818605008e-16,5.829518402306796,Up
LPIN2,2.855071095249349,14.780253903569394,2.8149120111553976e-17,8.224075558015451e-16,4.497523264179126,Up
ACTN2,-2.1399091809481807,-14.779080681392633,2.8221418663895607e-17,8.224089023006489e-16,1.0332362902676349,Down
ARSD,2.174012208973514,14.778319254223788,2.826844232708539e-17,8.224089023006489e-16,5.8889585238367035,Up
GRM2,-2.6487238717364074,-14.77399118418038,2.853725765364112e-17,8.284816485130758e-16,1.8380677797612939,Down
NUP210,3.2667011901950724,14.75972463143794,2.9441995103055885e-17,8.529519169561778e-16,6.698044517102763,Up
ALX1,-1.5987191755172356,-14.7356568246332,3.1035292286260515e-17,8.972257455503827e-16,0.7148643983291705,Down
DCUN1D5,-1.829672696754758,-14.714176566808131,3.2531656446246357e-17,9.385178711166051e-16,5.418197473919786,Down
TONSL,2.2587654921959213,14.709800613466374,3.284542767392843e-17,9.455917486920106e-16,6.609762609170902,Up
SLC1A3,-4.096855552600144,-14.692512281927286,3.4115618739023364e-17,9.801132966898586e-16,2.167876474043653,Down
EEF1E1,-2.143342243449242,-14.685648133974212,3.463375836005982e-17,9.912860826202911e-16,3.8523955031795474,Down
RAP2A,-2.3308740934030383,-14.685457165780903,3.464828802197102e-17,9.912860826202911e-16,6.281253475158892,Down
FAT4,-2.9672143522150596,-14.672935872352175,3.561468536613728e-17,1.0167903612706049e-15,2.0065361306344482,Down
FBH1,1.2490340690982178,14.672010329835551,3.568720339775002e-17,1.0167903612706049e-15,6.161770233832499,Up
ZNF517,2.2774026782984635,14.670460681211656,3.580895938337756e-17,1.0181557729830445e-15,4.474840061137605,Up
POU5F1,-3.6705679477058704,-14.65966080166582,3.666938112206244e-17,1.0404748264881504e-15,2.402272962922587,Down
CD24,-2.484756982304266,-14.651575015231629,3.7327382445186626e-17,1.0556580184884575e-15,10.204325183822453,Down
NPR2,-2.978450257787521,-14.65120736493139,3.7357586151005606e-17,1.0556580184884575e-15,3.206306796027058,Down
TGM1,-2.5205269289609693,-14.647194190084425,3.7688910911224246e-17,1.062842702384013e-15,2.967448828262428,Down
TATDN1,-1.9611431051032255,-14.641328290755824,3.817860693225577e-17,1.0744550808077695e-15,5.933144569519943,Down
PON1,-1.4735869480282715,-14.630442341612154,3.9104689088617024e-17,1.0982762984359038e-15,0.7380464878967473,Down
SNAP91,-2.01238110452485,-14.62303603873064,3.974784808788348e-17,1.1140707827884415e-15,0.8455292967441896,Down
PPM1N,-2.545041500001205,-14.607766774757739,4.110816134538444e-17,1.1497488781630857e-15,1.9623647065261232,Down
SRPRB,-1.8248947630457786,-14.606891960611225,4.1187523264145344e-17,1.1497488781630857e-15,6.231826959415222,Down
TMSB10,1.938223264937062,14.571941622780109,4.4489684150109756e-17,1.239419685717199e-15,9.36592757222589,Up
SH3D21,-2.84662493862348,-14.525171353638344,4.933659923330504e-17,1.3716768214259606e-15,6.202663247498444,Down
ZNF750,-2.3508763739199567,-14.515312346334072,5.0425368069884485e-17,1.3991264098263725e-15,4.571353013755749,Down
S100A1,-3.6958623131271757,-14.511269616443062,5.0878892709760946e-17,1.4088753623847458e-15,3.4504429665301712,Down
SERPINB6,2.2398627175300803,14.507215888824618,5.1337837437224274e-17,1.4187350265717891e-15,5.968143030402328,Up
CDH11,-4.915197830267603,-14.498525919943859,5.2335985836322425e-17,1.4434264893657725e-15,3.4592794365722157,Down
EIF2A,-1.5879331492428352,-14.491168405544649,5.319658021552653e-17,1.464233215912397e-15,6.732153678330522,Down
CST3,2.495671852987887,14.48434427167118,5.4007712321216256e-17,1.4819096167237117e-15,7.178080356329486,Up
NMD3,-1.3627559370801328,-14.483960507548371,5.4053701030603845e-17,1.4819096167237117e-15,6.286816772371732,Down
MEDAG,-2.0250945337237036,-14.47423677487598,5.523240306784273e-17,1.5112199172729192e-15,0.8366254631457773,Down
SELENON,1.6056228366821546,14.47097434841472,5.563372946561808e-17,1.5191863947146006e-15,6.665116159054173,Up
PTK2,1.3058653675783307,14.462506614207223,5.668934862324355e-17,1.5449528014121116e-15,7.499031226781666,Up
CUTC,-1.470750321571096,-14.458263031794711,5.722604651960781e-17,1.556503316578682e-15,4.2102939065493015,Down
HINFP,-1.3563242808293188,-14.437478229886283,5.993074314776227e-17,1.6268601338733103e-15,4.905532049750391,Down
TUBB,-1.929162379949239,-14.434667060248197,6.030645603315919e-17,1.6338428854563168e-15,10.183990425857232,Down
TOM1L1,3.0609387377201878,14.43214572219569,6.064548023317465e-17,1.6398062204225066e-15,4.87466307786293,Up
MPPE1,1.5362683663651293,14.428559684328976,6.113102416667592e-17,1.6497002412102954e-15,4.12643039596531,Up
KLF10,-1.9892960063764973,-14.404406001099991,6.450657041585525e-17,1.737393761786414e-15,6.568735296964087,Down
SEPHS1,1.236796215748827,14.399492370594393,6.521625829886794e-17,1.7530842143106996e-15,6.464508783233745,Up
DYNC1H1,-1.2762170858406794,-14.39225773626806,6.627572598547411e-17,1.7767110165429834e-15,9.279453098786666,Down
KLF12,-2.2061921867718577,-14.391735531168102,6.635287697749359e-17,1.7767110165429834e-15,4.4796249017414125,Down
ZFP41,1.635039554727217,14.386468421960027,6.713619392753532e-17,1.7942017718230855e-15,4.59586659387498,Up
GNRH1,-1.9089167474375623,-14.380862702052367,6.798025411456434e-17,1.8132450758991146e-15,2.350719406627685,Down
KCTD18,1.8646576532595882,14.371050120962344,6.94839432206514e-17,1.8497752451984225e-15,4.08077203419763,Up
ZHX1,-2.1183772354555384,-14.366073328564417,7.025953924431928e-17,1.8663002963552886e-15,6.358404076779462,Down
LGALS3BP,6.364387342304021,14.365334986517071,7.03753556276106e-17,1.8663002963552886e-15,6.4409769580668055,Up
ZNF652,2.0799422960350125,14.36272918595574,7.07856631836461e-17,1.8735783019241452e-15,5.823940774105019,Up
TULP2,-1.4661592687892855,-14.36130396369978,7.101111098599991e-17,1.8759448668523734e-15,0.5998754976608832,Down
ZPR1,-1.3195902639401869,-14.355920784169518,7.186928576789586e-17,1.894985565467082e-15,5.665528485393839,Down
SOX13,4.5430128261479465,14.348390637555383,7.308754012465188e-17,1.9234297296163156e-15,5.094279386505344,Up
CSF1,-4.48728562643599,-14.300471982137463,8.135052931644125e-17,2.1368072367118568e-15,3.7477675750523907,Down
TIMM50,-1.3481006979906909,-14.296261084718147,8.21208261954566e-17,2.1529395308656773e-15,6.454064853275186,Down
ATP6V1A,-1.36420886158342,-14.29518461312282,8.231893794958978e-17,2.1540382435006512e-15,6.1587349204725985,Down
ZNF276,-1.9614509805205036,-14.276296244914942,8.587569655454875e-17,2.2428519990288394e-15,5.948177088707421,Down
EMC7,-2.5644965428604873,-14.266952538262073,8.769282655933631e-17,2.2859812443350615e-15,5.480896972523535,Down
FHDC1,3.1724191766998984,14.261954772862714,8.868085352619068e-17,2.3073754153323953e-15,3.819722499204981,Up
VTCN1,-2.098674500983957,-14.253097835147035,9.045984611924497e-17,2.3492302786899967e-15,4.91065230228344,Down
AKNA,3.016505297935052,14.244631050015695,9.21945680511631e-17,2.3897802507998855e-15,4.20556934604935,Up
MAMSTR,-1.746393593205915,-14.239761547551343,9.320761771290047e-17,2.4115066571499014e-15,2.3693271992752503,Down
CTF1,-2.026027863965654,-14.238688501987006,9.343237889254892e-17,2.4127949530491566e-15,0.9754441260615413,Down
TMEM171,-2.006144212358438,-14.234397763286527,9.433666993417464e-17,2.4315937913874172e-15,1.5650936337766876,Down
USP25,-1.5261847858093467,-14.202193398191056,1.0141572105328434e-16,2.6071306405344352e-15,5.117625669876717,Down
IGF2BP3,-5.221543114012815,-14.201714650970965,1.0152495677788193e-16,2.6071306405344352e-15,2.7015691982732037,Down
CA12,5.442592198750174,14.198502486309327,1.0226099213800349e-16,2.6211507092622082e-15,4.9805683190200885,Up
TRAPPC12,1.5159470851643193,14.19347972322103,1.0342285315771367e-16,2.646013256112934e-15,5.5950356132497605,Up
SCARB2,1.6687308679498865,14.182189372981433,1.0608401563469225e-16,2.709071436300752e-15,7.3972040810719495,Up
TCF19,-1.4220356156205383,-14.1391687760417,1.1688195632761768e-16,2.9793016224729166e-15,6.201562868893686,Down
MEGF6,3.9050314411895277,14.136773956020892,1.175150558119379e-16,2.9899125823738446e-15,4.5307253164923456,Up
KHDRBS2,-1.4552957646447016,-14.133277070537648,1.1844579880887323e-16,3.008043398847812e-15,0.5113201335238141,Down
TBC1D4,-3.8757843485036756,-14.123487435512386,1.21091703447088e-16,3.06958564436644e-15,6.604530938253175,Down
CMIP,2.3955968644347108,14.119300328773354,1.2224174347864996e-16,3.0930525551753815e-15,5.612549580617715,Up
TDRD7,2.8213995743142237,14.089629776861061,1.3071740647459327e-16,3.3014524455762656e-15,3.4276513429972724,Up
ADCK5,2.503294703586976,14.0595438396293,1.399259050764108e-16,3.5275653217618004e-15,4.534523058852524,Up
PSTPIP1,-2.4291231422393698,-14.043630033698303,1.450620647770471e-16,3.650375681159634e-15,1.268736935050869,Down
PENK,-2.0203854858416737,-14.039473852246813,1.46434917228618e-16,3.6782103981468894e-15,0.7729524960230298,Down
MRPS10,-1.1880395580655565,-14.026184635572923,1.5091429308558623e-16,3.783832912091335e-15,6.139512866409662,Down
TSNARE1,1.9770036590381581,14.022059307418253,1.5233309559227044e-16,3.80620912826704e-15,4.794512747533119,Up
PARP14,3.5135219617954747,14.021985018173783,1.5235877003650515e-16,3.80620912826704e-15,3.905211159966981,Up
STK38,-2.2209544501342977,-13.996976972006935,1.6125781737021508e-16,4.021239243282579e-15,6.508794383745695,Down
SMIM5,-2.0105162624212465,-13.995590776087871,1.61766353301902e-16,4.026639010890304e-15,2.7477515360333755,Down
YME1L1,1.020759794530972,13.985752087329107,1.654231466819843e-16,4.110243590530745e-15,7.365897091639211,Up
KCTD19,-2.190754241660162,-13.979447737470306,1.6781060465114653e-16,4.162065176509552e-15,1.205436632967895,Down
GLUD1,-1.6033635835535527,-13.972035268793372,1.706627859686474e-16,4.225206137356638e-15,7.5301568606294715,Down
DACT3,-2.0758808593208466,-13.959490583783998,1.7560307801385763e-16,4.339724813281535e-15,1.1019887756093631,Down
HSF2BP,-1.96553596317485,-13.955951240203063,1.7702317846468196e-16,4.366993973216394e-15,2.352181709996046,Down
RETREG2,1.0839002431568685,13.95130174755258,1.7890655474780867e-16,4.405573910664789e-15,6.784432706007553,Up
OASL,2.1181288203022564,13.933981790739145,1.8610438979800569e-16,4.572709618424503e-15,1.4469049816917927,Up
VARS2,-1.5302856783781729,-13.933011211858828,1.865163907346163e-16,4.572709618424503e-15,6.426859919848869,Down
MEX3D,2.6617132194337687,13.932606223077077,1.8668857978049276e-16,4.572709618424503e-15,5.881550564623714,Up
FADS2,3.857805798303833,13.913846160005594,1.9484539905215312e-16,4.764039100938283e-15,7.7875301970218915,Up
TRAPPC9,1.6349859099253254,13.897079171853575,2.0244353315533998e-16,4.941055437543608e-15,6.0047251533964845,Up
COQ10B,1.4309571418945453,13.876366084273018,2.122494636964675e-16,5.171236933523475e-15,4.562245155339121,Up
FBXO6,1.8423308898077813,13.865805184793055,2.17434610094415e-16,5.288224467728364e-15,2.9117717379145365,Up
FBXO32,-4.623408449018879,-13.84164268540113,2.2979009255178686e-16,5.572220099440791e-15,5.999901812739348,Down
PDXK,-2.606584065507814,-13.841396239063108,2.299197415940399e-16,5.572220099440791e-15,8.894640064778914,Down
DSG1,-4.216308455777956,-13.825704618275264,2.3833044686815593e-16,5.765924319845386e-15,2.504252974202294,Down
CALCOCO2,1.633158358382658,13.822167717735368,2.4026924048974935e-16,5.802649433193772e-15,5.737429414078447,Up
KANK4,-5.345521295059199,-13.810527433152513,2.4676451825157916e-16,5.9490956410651685e-15,3.1561565639467886,Down
SYCP2L,-2.6751230014242204,-13.796630959532608,2.5475418405989955e-16,6.1309951102722774e-15,1.5221946001154936,Down
IMPA1,1.7234454777194583,13.795495192010629,2.554187542169596e-16,6.136279826919639e-15,4.416372207757139,Up
RGS2,-3.616530033981228,-13.791179580927235,2.5796013196437284e-16,6.1865569039803506e-15,2.4178810971015814,Down
ZNF43,1.795540888438975,13.769339479334036,2.7122313296842736e-16,6.493345492421203e-15,4.837489561162048,Up
NEU1,-2.904905287767397,-13.764611021574064,2.7418518693564043e-16,6.5528834104722384e-15,6.371685237556912,Down
PRR3,-1.7515823150540328,-13.758708040037702,2.7792942648811877e-16,6.630876801507194e-15,4.471828386898695,Down
SIRT7,-1.4121230232528907,-13.75778003842763,2.785227876072161e-16,6.633556547674455e-15,6.5744401357137106,Down
ROPN1B,-3.6388276911526662,-13.751241369238535,2.8274043485609516e-16,6.715378049248759e-15,2.459031534361896,Down
MLXIP,-1.1842246185695773,-13.750946489646271,2.829321716180949e-16,6.715378049248759e-15,7.462221088996997,Down
SV2A,-2.182014778399073,-13.735741343187556,2.9300101900006954e-16,6.94241246049993e-15,1.6314959561774167,Down
ZBTB8B,-3.2095693786493915,-13.724850361781812,3.004373772607526e-16,7.106400398672005e-15,2.007660814235784,Down
PHF2,1.6457134989806343,13.72389841573383,3.0109645898557433e-16,7.109794810635394e-15,5.769389114032038,Up
PPP1R16A,2.3709010170693956,13.713112616544327,3.0866800794563996e-16,7.276122785590385e-15,6.182990525476087,Up
PLA2G4C,2.159019762771745,13.703056210635108,3.1590270883435933e-16,7.43395623690412e-15,1.6285758736534983,Up
EDIL3,-3.8311239814752214,-13.67812111746735,3.345978660450004e-16,7.852938231482283e-15,2.241348439121356,Down
CELSR1,2.5363952733357595,13.677799690951137,3.348460971799552e-16,7.852938231482283e-15,7.345017064478624,Up
ADAMTS15,4.011797112484325,13.666304032495242,3.4384873475103366e-16,8.038376203261331e-15,3.1500835289292057,Up
MED28,-1.0831097653005284,-13.666215619300647,3.4391892385237025e-16,8.038376203261331e-15,6.406489896007608,Down
ZNF746,1.6918816605854297,13.642887111458238,3.629598663554477e-16,8.46906354829378e-15,4.711666040091567,Up
DXO,-2.161803973892446,-13.638412281073379,3.667336107570245e-16,8.542662993816499e-15,4.981568133843405,Down
CELF4,-2.1364122346866705,-13.6257286401738,3.776493288535296e-16,8.78209822072542e-15,1.60384475443157,Down
ITGA5,3.6306258227621533,13.610168403831828,3.9149528420457667e-16,9.08875415687056e-15,3.7346557879121476,Up
TTN,2.9971153452358936,13.604116282217417,3.970197170756179e-16,9.201515795752556e-15,2.3734871274020715,Up
NAP1L2,-1.767821319978401,-13.598909240613636,4.0183644616315636e-16,9.297524484211285e-15,0.8117382945692344,Down
SHISA2,4.442123533591629,13.592234584019765,4.0809819177019746e-16,9.426589722799032e-15,3.5669939628928744,Up
P3H2,-4.204541234585489,-13.579556348117412,4.2026796598743874e-16,9.691463630379232e-15,2.2369278564174357,Down
TXN,1.8243719663841094,13.536342639427952,4.646054134653029e-16,1.0682887879244269e-14,7.507142894554287,Up
QPCT,-5.016907680462359,-13.53615296668408,4.648102050432605e-16,1.0682887879244269e-14,3.463220659540646,Down
PCDH8,-1.8384580529849859,-13.52897143236965,4.726323905925332e-16,1.0835954958105691e-14,0.7946921755928535,Down
GNL3,-1.3263248370963945,-13.528599005675723,4.730416885264413e-16,1.0835954958105691e-14,7.336696036205702,Down
FKBP15,1.2715833304735216,13.521826117426304,4.805485896225115e-16,1.0989660117569542e-14,5.613511524149857,Up
ARHGEF11,1.3091297839795335,13.516620554309128,4.864009174764686e-16,1.1105080549669706e-14,6.489102505131984,Up
HSPA14,1.2553792593182727,13.508939066193676,4.951700413511312e-16,1.1286603091292726e-14,5.516094859138204,Up
CHST15,3.008663961232722,13.503983016077235,5.009133593622277e-16,1.1398671989447393e-14,4.1320735801454695,Up
LRRC36,-1.3065822773589435,-13.500683483684268,5.047747027342884e-16,1.1467616393255085e-14,0.5800464294114637,Down
TJP3,3.3507466112198565,13.497019282268237,5.090984461869556e-16,1.1546821665983746e-14,5.503425258423654,Up
METRN,5.018062102895899,13.494800754571237,5.117346643913654e-16,1.1587555044264252e-14,5.136287474360905,Up
DLGAP1,-3.4467651596664726,-13.483024387268497,5.25963457553581e-16,1.1875218835142368e-14,1.981376699668224,Down
TMEM69,-1.0652555213090127,-13.482863279661977,5.261608925505429e-16,1.1875218835142368e-14,5.055641743529098,Down
PHYH,2.344519951444054,13.481781648520785,5.274883768290803e-16,1.1885726660903624e-14,3.470451534806397,Up
GRHL3,-3.708727725864884,-13.480859019284487,5.286234211360056e-16,1.1891871088850762e-14,3.7950935043480416,Down
THY1,-2.0628429016450323,-13.478876842986763,5.310703929088324e-16,1.1927460453115309e-14,0.8055279876187179,Down
SH3TC1,4.008934821530491,13.4719657038978,5.396929535297992e-16,1.208827175014317e-14,2.842420771313527,Up
WDR37,1.271558249490788,13.471734624869532,5.399837126967507e-16,1.208827175014317e-14,4.9561940437408465,Up
CCHCR1,-1.6365713146765755,-13.465764322648482,5.475516661099067e-16,1.2237824109652533e-14,6.278076913630369,Down
MRPS22,-1.8033090882449345,-13.440183602407318,5.812242262140185e-16,1.2969388478141286e-14,5.392258655990579,Down
NEURL3,-4.0846479451847575,-13.433717421885506,5.900658626816621e-16,1.3145409121777256e-14,2.7500589989391964,Down
DAGLB,1.2849166439405364,13.424701290280906,6.02624040393479e-16,1.3403525027461412e-14,4.773195339450763,Up
KLC3,-4.694633642281587,-13.416101290073641,6.148569605749296e-16,1.3653586934506086e-14,4.094201597352863,Down
EIF3F,-1.5285039834636622,-13.412541485996119,6.199944746060233e-16,1.3745536663693024e-14,7.681904072111611,Down
DDX60,3.551687541356793,13.396627734495107,6.435027450866705e-16,1.4243824806974616e-14,2.7739030493456815,Up
SPOP,1.338088748381103,13.39310507837411,6.488284164326797e-16,1.433869208751066e-14,5.070700881632741,Up
FERMT2,-1.6100754002746156,-13.39124499076024,6.516586961559486e-16,1.4363322864288617e-14,4.951670005594986,Down
CIR1,1.2139723199325054,13.391004125277576,6.520261140714049e-16,1.4363322864288617e-14,4.566275894617926,Up
RMDN1,2.035237128237903,13.38800118015409,6.566246267466906e-16,1.444155279559308e-14,5.330421589507858,Up
MKRN1,1.1426990634355474,13.382198616886667,6.656043411403269e-16,1.4614528325998393e-14,7.15670184947812,Up
SAMD4A,-3.7134813824145194,-13.381554389058048,6.6660901501472e-16,1.4614528325998393e-14,4.08862957764791,Down
GSDMD,5.407791990846604,13.371336471694473,6.82752551067491e-16,1.494469472892175e-14,4.6365279424588755,Up
ARHGAP30,-2.1877163033156277,-13.367298318807252,6.892420896380631e-16,1.5062834256907907e-14,4.272674486731841,Down
LAG3,2.523938910562531,13.359924785100333,7.012547561180373e-16,1.53011124792211e-14,2.0888512189782915,Up
IBA57,-1.339936372179927,-13.353089869509425,7.125808474109376e-16,1.552368070426039e-14,5.275392434549113,Down
POGLUT1,-1.6672535263823134,-13.347119042150439,7.226278711314605e-16,1.5717726092906686e-14,4.34157968584782,Down
MRPS18A,-1.896817363682965,-13.324949437424433,7.612152732332469e-16,1.653095845336453e-14,5.057036285776092,Down
ARL10,-4.915253478681347,-13.318527436260892,7.727814959506418e-16,1.6755749731382626e-14,4.481334128696446,Down
RGS3,2.704046512180145,13.298624583271977,8.097800631689436e-16,1.7530403565305704e-14,5.723937660153081,Up
C6orf141,4.237535012049231,13.297550238239607,8.11827936783376e-16,1.7547190044267642e-14,3.465855451505889,Up
GOLGA7B,2.214063225668986,13.28216453088826,8.417425647748122e-16,1.816530511462388e-14,2.270003323559841,Up
SHARPIN,2.0326251269262956,13.265222177133193,8.759885779500047e-16,1.887481639051651e-14,5.999515792739209,Up
SHANK3,2.9702954094889034,13.243805941438321,9.213227570544195e-16,1.98206565051177e-14,3.8981217806392703,Up
EZR,-1.0885272826734207,-13.228344327948752,9.555353907967416e-16,2.052466205465275e-14,9.497437114686349,Down
USP3,1.0621698903572179,13.226137987155319,9.605221534969793e-16,2.0589417873739446e-14,5.023113954937215,Up
CNNM4,1.02807346845112,13.225442505659126,9.620995799142365e-16,2.0589417873739446e-14,5.642301889279553,Up
SEC61A2,1.9612122517118937,13.225033125238694,9.63029334921098e-16,2.0589417873739446e-14,4.194435613121477,Up
