name,source,smiles,MW,LogP,HBD,HBA,TPSA,RotB,QED,heavy,Lipinski_viol
NEDOCROMIL,CHEMBL746,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,371.34500000000014,2.476700000000001,2,5,126.80999999999997,5,0.6596073160141976,27,0
PRALIDOXIME CHLORIDE,CHEMBL748,C[n+]1ccccc1/C=N/O,137.162,0.3191999999999999,1,2,36.47,1,0.2571575036828201,10,0
ZONISAMIDE,CHEMBL750,NS(=O)(=O)Cc1noc2ccccc12,212.23000000000002,0.6163,1,4,86.19000000000001,2,0.7899579227288236,14,0
PHENOXYBENZAMINE,CHEMBL753,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,303.83299999999997,4.194900000000003,0,2,12.47,8,0.6778826115024819,21,0
ANAGRELIDE,CHEMBL760,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,256.092,1.9263000000000001,1,3,44.7,0,0.7703086660163128,16,0
NAPHAZOLINE,CHEMBL761,c1ccc2c(CC3=NCCN3)cccc2c1,210.28000000000003,2.3840000000000003,1,2,24.39,2,0.8082645116844471,16,0
OXYMETAZOLINE,CHEMBL762,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,260.3809999999999,2.850740000000001,2,3,44.620000000000005,2,0.8585249056143486,19,0
GUANETHIDINE,CHEMBL765,N=C(N)NCCN1CCCCCCC1,198.31399999999994,0.7355699999999996,3,2,65.14,3,0.46263696093343076,14,0
CILASTATIN,CHEMBL766,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,358.46000000000004,1.4326000000000003,4,5,129.72,11,0.3245927294750397,24,0
TOLAZOLINE,CHEMBL770,c1ccc(CC2=NCCN2)cc1,160.22000000000003,1.2308,1,2,24.39,2,0.6910509635760047,12,0
IMIPENEM ANHYDROUS,CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,299.35200000000003,-0.17602999999999924,4,5,113.72,7,0.22445186205245782,20,0
CLAVULANIC ACID,CHEMBL777,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,199.16199999999998,-1.0956,2,4,87.07000000000001,2,0.5513115228370621,14,0
DEXMEDETOMIDINE,CHEMBL778,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,200.28500000000003,3.1783400000000013,1,1,28.68,2,0.7920749783499234,15,0
TADALAFIL,CHEMBL779,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,389.4110000000002,2.2112999999999996,1,4,74.87,1,0.6925587527204075,29,0
BUTORPHANOL,CHEMBL33986,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,327.46800000000013,3.3656000000000015,2,3,43.7,2,0.875191488403328,24,0
PENTETIC ACID,CHEMBL780,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,393.3490000000002,-2.6845999999999934,5,8,196.21999999999997,16,0.18191710880196524,27,0
MAZINDOL,CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,284.74600000000004,2.6092000000000004,1,3,35.830000000000005,1,0.8737077174467992,20,0
TOLBUTAMIDE,CHEMBL782,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,270.354,1.78302,2,3,75.27000000000001,5,0.8008194430489943,18,0
NATEGLINIDE,CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,317.42900000000014,3.2609000000000012,2,2,66.4,6,0.8460610896604897,23,0
BROTIZOLAM,CHEMBL32479,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,393.69700000000006,4.404120000000002,0,4,43.07,1,0.6146348588152641,22,0
TAMOXIFEN CITRATE,CHEMBL786,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.524,5.9961000000000055,0,2,12.47,8,0.4505726789966775,28,1
MONTELUKAST,CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,586.1970000000001,8.948000000000002,2,4,70.42,12,0.1735643864602374,41,2
IDOXURIDINE,CHEMBL788,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,354.1,-1.2181000000000002,3,5,104.55000000000001,2,0.578029884636738,17,0
CIDOFOVIR ANHYDROUS,CHEMBL152,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,279.18899999999996,-1.6618000000000002,4,6,147.89999999999998,6,0.45197128428898714,18,0
METHYLPHENIDATE,CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,233.31099999999995,2.0852999999999997,1,3,38.33,3,0.8123400616112664,17,0
ESTAZOLAM,CHEMBL285674,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,294.745,3.2717000000000027,0,3,43.07,1,0.691129049070368,21,0
PHENSUXIMIDE,CHEMBL797,CN1C(=O)CC(c2ccccc2)C1=O,189.214,1.1588999999999998,0,2,37.38,1,0.621507214134734,14,0
METHOTREXATE,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,454.44700000000023,0.2684000000000012,5,10,210.53999999999996,9,0.29472034504927447,33,0
GEPIRONE,CHEMBL284092,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,359.47400000000016,1.5539999999999996,0,6,69.64000000000001,6,0.5670068538462075,26,0
CILOSTAZOL,CHEMBL799,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.4690000000002,3.4647000000000014,1,5,81.93,7,0.755913406639335,27,0
MINOXIDIL,CHEMBL802,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.25300000000001,-0.13029999999999975,2,5,95.11,1,0.49592964212759716,15,0
NAPROXEN,CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,230.26299999999998,3.036500000000001,1,2,46.53,3,0.8810778082204156,17,0
MEFLOQUINE,CHEMBL416956,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,378.31600000000014,4.447900000000003,2,3,45.150000000000006,2,0.7594432549357207,26,0
CYTARABINE,CHEMBL803,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,243.21900000000002,-2.563,4,7,130.82999999999998,2,0.4489304892314893,17,0
FLUTAMIDE,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21399999999994,3.2081000000000017,1,3,72.24,3,0.6801783581027343,19,0
MEMANTINE,CHEMBL807,CC12CC3CC(C)(C1)CC(N)(C3)C2,179.307,2.6941000000000006,1,1,26.02,0,0.6076471131693595,13,0
ECONAZOLE,CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,381.69000000000005,5.801400000000003,0,2,27.05,6,0.5391871956552778,24,1
SERTRALINE,CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.236,5.179600000000004,1,1,12.03,2,0.8058613927728192,20,1
PIRACETAM,CHEMBL36715,NC(=O)CN1CCCC1=O,142.158,-0.9059000000000004,1,2,63.400000000000006,2,0.5423834786401206,10,0
TEMOZOLOMIDE,CHEMBL810,Cn1nnc2c(C(N)=O)ncn2c1=O,194.154,-2.078099999999999,1,5,108.17000000000002,1,0.5601191738811692,14,0
BROMPHENIRAMINE,CHEMBL811,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,319.246,3.9277000000000024,0,2,16.130000000000003,5,0.8300542359520316,19,0
PYRIDOSTIGMINE BROMIDE,CHEMBL812,CN(C)C(=O)Oc1ccc[n+](C)c1,181.21499999999997,0.5714999999999999,0,2,33.42,1,0.5934152756520555,13,0
EPROSARTAN,CHEMBL813,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.52200000000016,4.744400000000003,2,4,92.42,10,0.458535897261046,30,0
GRANISETRON,CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,312.4170000000001,2.3183999999999996,1,3,50.160000000000004,2,0.9256729590726124,23,0
FLUVOXAMINE,CHEMBL814,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,318.339,3.201500000000001,1,4,56.84,9,0.432027738820179,22,0
DINOPROST,CHEMBL815,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,354.487,3.042900000000001,4,4,97.99000000000001,12,0.3189173783556326,25,0
LUMEFANTRINE,CHEMBL38827,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,528.9510000000001,9.151699999999998,1,2,23.47,10,0.22168669383907116,35,2
TOLAZAMIDE,CHEMBL817,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,311.4070000000001,1.7739199999999995,2,4,78.50999999999999,3,0.8915880432277354,21,0
IOBENGUANE,CHEMBL818,N=C(N)NCc1cccc(I)c1,275.09299999999996,1.27427,3,1,61.900000000000006,2,0.43224958777888783,12,0
OXACILLIN,CHEMBL819,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,401.44400000000013,1.89532,2,6,112.74,4,0.7524509230706136,28,0
NIFURTIMOX,CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,287.297,0.6406000000000001,0,7,106.02,3,0.45856823532939023,19,0
BUSULFAN,CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.30599999999998,-0.2809999999999997,0,6,86.74000000000001,7,0.453312740145793,14,0
TERBINAFINE,CHEMBL822,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,291.438,4.877300000000004,0,1,3.24,4,0.7258618266744273,22,0
ENOXACIN,CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.324,0.6633000000000002,2,5,87.46000000000001,3,0.863919065170168,23,0
DEXMETHYLPHENIDATE,CHEMBL827,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,233.31099999999995,2.0852999999999997,1,3,38.33,3,0.8123400616112664,17,0
METHYLPROMAZINE,CHEMBL829,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,298.45500000000004,4.487000000000004,0,3,6.48,4,0.8210774052142695,21,0
PRIMAQUINE PHOSPHATE,CHEMBL43128,COc1cc(NC(C)CCCN)c2ncccc2c1,259.35299999999995,2.782700000000001,2,4,60.17,6,0.8371289360458547,19,0
EFLORNITHINE,CHEMBL830,NCCCC(N)(C(=O)O)C(F)F,182.17,-0.22749999999999942,3,3,89.34,5,0.5476125873309401,12,0
LOXAPINE,CHEMBL831,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,327.8150000000001,3.7714000000000025,0,4,28.07,0,0.736992877851952,23,0
SULFINPYRAZONE,CHEMBL832,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,404.4910000000001,3.795500000000003,0,3,63.68,6,0.4637535306291197,29,0
TICLOPIDINE,CHEMBL833,Clc1ccccc1CN1CCc2sccc2C1,263.793,3.959800000000002,0,2,3.24,2,0.7928094140981296,17,0
EDARAVONE,CHEMBL290916,CC1=NN(c2ccccc2)C(=O)C1,174.20299999999995,1.7992,0,2,32.67,1,0.6385441833835214,13,0
PAMIDRONIC ACID,CHEMBL834,NCCC(O)(P(=O)(O)O)P(=O)(O)O,235.069,-1.6633000000000002,6,4,161.30999999999997,4,0.3151248095305007,13,1
RILMENIDINE,CHEMBL289480,C1COC(NC(C2CC2)C2CC2)=N1,180.25099999999998,1.1507999999999994,1,3,33.62,3,0.7065401720135196,13,0
TAMSULOSIN,CHEMBL836,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,408.5200000000001,2.3409000000000004,2,6,99.88,11,0.55378695740702,28,0
AZTREONAM,CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,435.44000000000017,-1.1724999999999979,4,10,201.57999999999998,7,0.17478822451364606,28,0
CEFTAZIDIME,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,546.5870000000002,-1.2991999999999946,3,11,191.22,9,0.14740150966845048,37,2
BENAZEPRIL,CHEMBL838,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,424.49700000000024,2.5731,2,5,95.94,9,0.6009534602811888,31,0
EZOGABINE,CHEMBL41355,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,303.33700000000005,3.588400000000001,3,4,76.38,5,0.7377751534580852,22,0
BOSUTINIB,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,530.4560000000004,5.190380000000005,1,8,82.88,9,0.3788289261994078,36,2
CARTEOLOL,CHEMBL839,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,292.37899999999996,1.6990999999999998,3,4,70.58999999999999,5,0.7723075202218123,21,0
LOPERAMIDE,CHEMBL841,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,477.0480000000002,5.088000000000005,1,3,43.78,7,0.5163157587714763,34,1
CHLOROTHIAZIDE,CHEMBL842,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,295.72900000000004,-0.0608999999999999,2,5,118.69,1,0.7539227220961292,17,0
BRIMONIDINE,CHEMBL844,Brc1c(NC2=NCCN2)ccc2nccnc12,292.14000000000004,1.7633999999999999,2,5,62.2,1,0.8405283183567286,17,0
POMALIDOMIDE,CHEMBL43452,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,273.248,-0.3299999999999998,2,5,109.57,1,0.5375391722332333,20,0
CALCITRIOL,CHEMBL846,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,416.6460000000002,5.704700000000008,3,3,60.69,6,0.5199919050350968,30,1
OXAMNIQUINE,CHEMBL847,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,279.34,1.8117999999999996,3,5,87.42999999999999,5,0.5649653084192341,20,0
LENALIDOMIDE,CHEMBL848,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,259.265,0.029799999999999882,2,4,92.5,1,0.5494349129687401,19,0
TRICLOSAN,CHEMBL849,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,289.54499999999996,5.144700000000002,1,2,29.46,2,0.8286850628089901,17,1
SPARFLOXACIN,CHEMBL850,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,392.4060000000002,2.0816,3,5,100.59,3,0.6918289177745705,28,0
MELPHALAN,CHEMBL852,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,305.205,1.925,2,3,66.56,8,0.720239222897486,19,0
BENPERIDOL,CHEMBL297302,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,381.4510000000002,3.7687000000000026,1,3,58.1,6,0.6615100784619949,28,0
ZALCITABINE,CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,211.22099999999998,-0.5046000000000002,2,5,90.36999999999999,2,0.6875458801290978,15,0
TRIPROLIDINE,CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,278.399,3.917520000000003,0,2,16.130000000000003,4,0.8424584892829,21,0
MEPHOBARBITAL,CHEMBL45029,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,246.26599999999993,1.0426,1,3,66.48,2,0.7928342464339935,18,0
BAZEDOXIFENE,CHEMBL46740,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,470.6130000000003,6.331020000000006,2,4,57.86,7,0.33131053207224875,35,1
PRIMIDONE,CHEMBL856,CCC1(c2ccccc2)C(=O)NCNC1=O,218.25599999999994,0.5378999999999999,2,2,58.2,2,0.7116448391760646,16,0
BIOTIN,CHEMBL857,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,244.31600000000003,0.7968000000000001,3,3,78.43,5,0.49347811519219625,16,0
MEPHENYTOIN,CHEMBL861,CCC1(c2ccccc2)NC(=O)N(C)C1=O,218.25599999999994,1.4735000000000003,1,2,49.410000000000004,2,0.764131318230403,16,0
GUANFACINE,CHEMBL862,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,246.097,1.5455700000000003,3,2,78.97,2,0.5462961576523643,15,0
FLUSPIRILENE,CHEMBL46516,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,475.58300000000014,5.305400000000005,1,3,35.580000000000005,7,0.5034442668970902,35,1
CINNARIZINE,CHEMBL43064,C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,368.5240000000001,5.1070000000000055,0,2,6.48,6,0.5966660766331066,28,1
PARECOXIB SODIUM,CHEMBL296913,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,370.43000000000006,3.531920000000002,1,5,89.27,5,0.7419803073587753,26,0
ETHAMBUTOL,CHEMBL44884,CC[C@@H](CO)NCCN[C@@H](CC)CO,204.314,-0.292599999999999,4,4,64.52,9,0.3896708755641931,14,0
MYCOPHENOLIC ACID,CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,320.341,2.73322,2,5,93.06000000000002,6,0.6181996922805278,23,0
ETOPOSIDE,CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,588.5620000000004,1.3385999999999993,3,13,160.83,5,0.4298292584463983,42,2
IOPANOIC ACID,CHEMBL867,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,570.9340000000001,3.7359000000000018,2,2,63.32000000000001,4,0.42841731450030507,17,1
OMACETAXINE MEPESUCCINATE,CHEMBL46286,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,545.6290000000004,2.5807,2,10,123.99000000000002,9,0.4476247910169288,39,1
CANTHARIDIN,CHEMBL48449,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,196.20199999999997,0.6436,0,4,52.60000000000001,0,0.42124595946297344,14,0
ALENDRONIC ACID,CHEMBL870,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,249.096,-1.2731999999999999,6,4,161.30999999999997,5,0.32829033524227796,14,1
ETIDRONIC ACID,CHEMBL871,CC(O)(P(=O)(O)O)P(=O)(O)O,206.027,-0.9922000000000002,5,3,135.29000000000002,2,0.36558296000069435,11,0
LEVOKETOCONAZOLE,CHEMBL295698,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.4399999999999,4.205800000000003,0,6,69.06,7,0.45541449702144693,36,1
TAFENOQUINE,CHEMBL298470,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,463.5000000000003,5.910820000000005,2,6,78.63,9,0.4107301234210515,33,1
TRANEXAMIC ACID,CHEMBL877,NC[C@H]1CC[C@H](C(=O)O)CC1,157.21299999999997,0.8361000000000001,2,2,63.32000000000001,2,0.6238523859342106,11,0
METOLAZONE,CHEMBL878,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,365.8420000000001,2.714120000000001,2,4,92.5,2,0.8553020577996142,24,0
FAMCICLOVIR,CHEMBL880,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,321.33700000000016,0.5409999999999998,1,8,122.22,7,0.733115342152729,23,0
EMTRICITABINE,CHEMBL885,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,247.25099999999998,-0.4550000000000003,2,6,90.37,2,0.7349748054075844,16,0
RASAGILINE,CHEMBL887,C#CCN[C@@H]1CCc2ccccc21,171.243,1.8967,1,1,12.03,2,0.6700261204475028,13,0
GEMCITABINE,CHEMBL888,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,263.2,-1.2886,3,6,110.60000000000001,2,0.6120873727300362,18,0
LACTULOSE,CHEMBL296306,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,342.29699999999997,-5.395599999999993,8,11,189.52999999999997,5,0.23789143451934985,23,2
SAFINAMIDE MESYLATE,CHEMBL48582,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,302.34900000000005,2.3681,2,3,64.35,7,0.8250455320199923,22,0
CLOXACILLIN,CHEMBL891,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,435.8890000000002,2.5487200000000003,2,6,112.74,4,0.7092649200190689,29,0
BUTORPHANOL TARTRATE,CHEMBL299400,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,327.46800000000013,3.3656000000000015,2,3,43.7,2,0.875191488403328,24,0
DICLOXACILLIN,CHEMBL893,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,470.3340000000002,3.2021200000000007,2,6,112.74,4,0.660289548252613,30,0
BUPROPION,CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,239.746,3.2993000000000023,1,2,29.1,3,0.8204937720146613,16,0
NALBUPHINE,CHEMBL895,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,357.4500000000003,1.7072999999999998,3,5,73.16,2,0.7514859268568042,26,0
DEXTROMETHORPHAN,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,271.404,3.3834000000000026,0,2,12.47,1,0.7761322150181272,20,0
HYDROXYZINE,CHEMBL896,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,374.91200000000015,3.055900000000001,1,4,35.940000000000005,8,0.720292463198365,26,0
PROBENECID,CHEMBL897,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,285.36499999999995,2.1955,1,3,74.68,7,0.8330157421148819,19,0
DIFLUNISAL,CHEMBL898,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,250.19999999999996,3.035600000000001,2,2,57.53,2,0.860782458230497,18,0
ORPHENADRINE,CHEMBL900,Cc1ccccc1C(OCCN(C)C)c1ccccc1,269.388,3.662620000000003,0,2,12.47,6,0.7932087270574181,20,0
FAMOTIDINE,CHEMBL902,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,337.456,-0.7679999999999998,4,6,175.82999999999998,7,0.28661243847385526,20,0
DOXORUBICIN,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,543.5250000000003,0.0012999999999993017,6,12,206.07,5,0.23526258168565614,39,3
DEXMETHYLPHENIDATE HYDROCHLORIDE,CHEMBL904,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,233.31099999999995,2.0852999999999997,1,3,38.33,3,0.8123400616112664,17,0
RIZATRIPTAN,CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,269.35200000000003,1.9118000000000002,1,3,49.74,5,0.7695062288280017,20,0
CHLORPROTHIXENE,CHEMBL908,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,315.869,5.188000000000004,0,2,3.24,3,0.6542213588943052,21,1
ZOLPIDEM,CHEMBL911,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,307.39700000000005,3.2488400000000013,0,2,37.61000000000001,3,0.7446971593088008,23,0
FEXOFENADINE,CHEMBL914,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,501.66700000000014,5.510500000000006,3,4,81.0,10,0.3413059210334571,37,2
NEDOCROMIL SODIUM,CHEMBL915,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,371.34500000000014,2.476700000000001,2,5,126.80999999999997,5,0.6596073160141976,27,0
TIROFIBAN,CHEMBL916,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,440.6060000000003,2.9505,3,5,104.73,14,0.3843022048921749,30,0
FLOXURIDINE,CHEMBL917,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,246.194,-1.6836,3,5,104.55000000000001,2,0.5776171321259124,17,0
PHENACEMIDE,CHEMBL918,NC(=O)NC(=O)Cc1ccccc1,178.191,0.42399999999999954,2,2,72.19,2,0.6885995439708613,13,0
FOSPHENYTOIN SODIUM,CHEMBL919,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,362.2780000000001,1.5488,3,4,116.17000000000002,5,0.5489342308438095,25,0
ADEFOVIR DIPIVOXIL,CHEMBL922,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,501.47700000000026,2.7025000000000006,1,12,166.97999999999996,11,0.2071524581096599,34,2
CEFTRIAXONE,CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,554.592,-1.198999999999999,4,14,215.22000000000003,8,0.13068027340154376,36,2
RISEDRONIC ACID,CHEMBL923,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,283.113,-0.3744000000000002,5,4,148.18,4,0.4696303686981007,17,0
ZOLEDRONIC ACID ANHYDROUS,CHEMBL924,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,272.09,-1.1154000000000002,5,4,153.10999999999999,4,0.4319639935251941,16,0
TYROSINE,CHEMBL925,N[C@@H](Cc1ccc(O)cc1)C(=O)O,181.19099999999997,0.3466,3,3,83.55,3,0.6277204469356521,13,0
